sample_id	tumor_type	num_ssms	num_sims
1	Bladder-TCC	25389	645
2	Breast-AdenoCA	9145	684
3	Bladder-TCC	13582	507
4	Breast-AdenoCA	7876	462
5	Ovary-AdenoCA	6575	415
6	Ovary-AdenoCA	7280	409
7	Ovary-AdenoCA	6002	349
8	Ovary-AdenoCA	6505	688
9	Ovary-AdenoCA	18394	543
10	Ovary-AdenoCA	7545	290
11	Ovary-AdenoCA	9246	646
12	Ovary-AdenoCA	4135	249
13	Ovary-AdenoCA	4916	409
14	Ovary-AdenoCA	6466	416
15	Ovary-AdenoCA	6805	620
16	Ovary-AdenoCA	17299	1441
17	Ovary-AdenoCA	6000	534
18	Ovary-AdenoCA	5584	265
19	Ovary-AdenoCA	3771	166
20	Ovary-AdenoCA	10119	504
21	Ovary-AdenoCA	7212	481
22	Ovary-AdenoCA	7241	423
23	Ovary-AdenoCA	6751	407
24	Ovary-AdenoCA	7164	331
25	Ovary-AdenoCA	5312	397
26	Ovary-AdenoCA	2170	210
27	Ovary-AdenoCA	6750	445
28	Ovary-AdenoCA	6934	575
29	Ovary-AdenoCA	12331	607
30	Ovary-AdenoCA	11089	946
31	Ovary-AdenoCA	8189	306
32	Ovary-AdenoCA	9161	586
33	Ovary-AdenoCA	17346	1496
34	Ovary-AdenoCA	7825	518
35	Ovary-AdenoCA	8643	618
36	Ovary-AdenoCA	1965	110
37	Ovary-AdenoCA	6494	588
38	Ovary-AdenoCA	7551	517
39	Ovary-AdenoCA	13552	1217
40	Ovary-AdenoCA	6585	443
41	Ovary-AdenoCA	15254	907
42	Ovary-AdenoCA	5495	250
43	Ovary-AdenoCA	13975	563
44	Ovary-AdenoCA	12300	495
45	Ovary-AdenoCA	7420	606
46	Ovary-AdenoCA	5096	334
47	Ovary-AdenoCA	14054	755
48	Ovary-AdenoCA	15727	670
49	Ovary-AdenoCA	16352	895
50	Ovary-AdenoCA	19705	2127
51	Ovary-AdenoCA	10411	731
52	Ovary-AdenoCA	10569	758
53	Ovary-AdenoCA	13505	1127
54	Ovary-AdenoCA	10789	359
55	Ovary-AdenoCA	14168	896
56	Ovary-AdenoCA	14959	957
57	Ovary-AdenoCA	7430	1001
58	Ovary-AdenoCA	19941	2013
59	Ovary-AdenoCA	2914	208
60	Ovary-AdenoCA	6923	712
61	Ovary-AdenoCA	5088	234
62	Ovary-AdenoCA	6688	537
63	Ovary-AdenoCA	8478	377
64	Ovary-AdenoCA	5203	387
65	Ovary-AdenoCA	5694	296
66	Ovary-AdenoCA	6398	537
67	Ovary-AdenoCA	7013	338
68	Ovary-AdenoCA	40764	20910
69	Ovary-AdenoCA	8847	910
70	Ovary-AdenoCA	7345	397
71	Ovary-AdenoCA	4435	264
72	Ovary-AdenoCA	10148	447
73	Ovary-AdenoCA	10319	587
74	Panc-Endocrine	1143	45
75	Panc-Endocrine	970	51
76	Panc-Endocrine	1792	120
77	Panc-Endocrine	2389	169
78	Panc-Endocrine	3360	182
79	Panc-Endocrine	4629	171
80	Panc-Endocrine	3142	137
81	Panc-Endocrine	3485	169
82	Panc-Endocrine	3300	192
83	Panc-Endocrine	2716	175
84	Panc-Endocrine	2698	137
85	Panc-Endocrine	1010	23
86	Panc-Endocrine	5252	236
87	Panc-Endocrine	1191	53
88	Panc-Endocrine	539	29
89	Panc-Endocrine	1724	76
90	Panc-Endocrine	7560	198
91	Panc-Endocrine	1001	49
92	Panc-Endocrine	9227	876
93	Panc-Endocrine	4092	166
94	Prost-AdenoCA	3668	301
95	Prost-AdenoCA	5190	363
96	Prost-AdenoCA	3239	364
97	Prost-AdenoCA	5213	449
98	Prost-AdenoCA	1773	118
99	Prost-AdenoCA	3381	413
100	Prost-AdenoCA	2721	221
101	Prost-AdenoCA	3314	229
102	Kidney-RCC	3514	335
103	Kidney-RCC	7391	780
104	Kidney-RCC	4491	456
105	Kidney-RCC	6269	723
106	Kidney-RCC	1111	210
107	Kidney-RCC	11036	1916
108	Kidney-RCC	7796	1304
109	Kidney-RCC	9640	1199
110	Kidney-RCC	9478	1495
111	Kidney-RCC	7358	1031
112	Kidney-RCC	5212	710
113	Kidney-RCC	7765	1379
114	Kidney-RCC	4630	687
115	Kidney-RCC	5196	497
116	Kidney-RCC	5485	519
117	Kidney-RCC	27779	13771
118	Kidney-RCC	8172	775
119	Kidney-RCC	3914	587
120	Kidney-RCC	4963	722
121	Kidney-RCC	4472	620
122	Kidney-RCC	36501	1293
123	Kidney-RCC	5005	579
124	Kidney-RCC	19447	1219
125	Kidney-RCC	7241	874
126	Kidney-RCC	5058	459
127	Kidney-RCC	6013	684
128	Kidney-RCC	2462	302
129	Kidney-RCC	5417	776
130	Kidney-RCC	12602	936
131	Kidney-RCC	7439	1164
132	Kidney-RCC	11077	1139
133	Kidney-RCC	4350	510
134	Kidney-RCC	5954	706
135	Kidney-RCC	7009	1253
136	Kidney-RCC	6282	899
137	Kidney-RCC	7511	882
138	Kidney-RCC	3548	567
139	Kidney-RCC	7577	1321
140	Kidney-RCC	6412	862
141	Kidney-RCC	7805	891
142	Kidney-RCC	9168	1604
143	Kidney-RCC	3265	409
144	Kidney-RCC	6909	1093
145	Kidney-RCC	4321	738
146	Kidney-RCC	3645	316
147	Kidney-RCC	6142	712
148	Kidney-RCC	5330	486
149	Kidney-RCC	6747	1124
150	Kidney-RCC	4502	518
151	Kidney-RCC	4481	562
152	Kidney-RCC	8862	994
153	Kidney-RCC	2324	194
154	Kidney-RCC	3133	419
155	Kidney-RCC	19531	825
156	Kidney-RCC	7498	844
157	Kidney-RCC	3709	416
158	Kidney-RCC	28606	1386
159	Kidney-RCC	6727	811
160	Kidney-RCC	2078	86
161	Kidney-RCC	9004	649
162	Kidney-RCC	4773	552
163	Kidney-RCC	7254	702
164	Kidney-RCC	2565	218
165	Kidney-RCC	8244	1190
166	Kidney-RCC	5723	408
167	Kidney-RCC	4916	689
168	Kidney-RCC	9889	1555
169	Kidney-RCC	6157	1046
170	Kidney-RCC	4939	618
171	Kidney-RCC	6064	714
172	Kidney-RCC	6447	967
173	Kidney-RCC	4038	604
174	Kidney-RCC	4415	440
175	Kidney-RCC	3305	169
176	Skin-Melanoma	98001	674
177	Skin-Melanoma	168604	4739
178	Skin-Melanoma	349005	2473
179	Skin-Melanoma	3229	81
180	Skin-Melanoma	73498	1290
181	Breast-AdenoCA	11297	793
182	Stomach-AdenoCA	9556	749
183	Stomach-AdenoCA	11811	1000
184	Stomach-AdenoCA	59794	4710
185	Stomach-AdenoCA	27542	1583
186	Stomach-AdenoCA	17166	672
187	Stomach-AdenoCA	9629	995
188	Stomach-AdenoCA	19373	2112
189	Stomach-AdenoCA	6277	541
190	Stomach-AdenoCA	29697	3098
191	Stomach-AdenoCA	8794	1650
192	Stomach-AdenoCA	8965	825
193	Breast-AdenoCA	5057	301
194	Stomach-AdenoCA	15918	1379
195	Thy-AdenoCA	1271	96
196	Thy-AdenoCA	806	58
197	Thy-AdenoCA	1385	101
198	Bladder-TCC	60154	1105
199	Thy-AdenoCA	1018	61
200	Breast-AdenoCA	2055	148
201	Kidney-RCC	3847	645
202	Kidney-RCC	7286	1502
203	Kidney-RCC	4558	731
204	Liver-HCC	19449	424
205	Kidney-RCC	7538	1545
206	Kidney-RCC	5594	1303
207	Panc-Endocrine	1718	107
208	Liver-HCC	8050	498
209	Panc-Endocrine	5261	191
210	Panc-Endocrine	1923	94
211	Panc-Endocrine	1398	50
212	Liver-HCC	3542	265
213	Panc-Endocrine	1244	57
214	Panc-Endocrine	650	28
215	Panc-Endocrine	1945	138
216	Panc-Endocrine	1944	140
217	Panc-Endocrine	2174	154
218	Panc-Endocrine	4218	201
219	Prost-AdenoCA	6496	544
224	Prost-AdenoCA	3092	155
228	Prost-AdenoCA	3596	296
231	Liver-HCC	18390	1019
232	Liver-HCC	16442	802
233	Liver-HCC	16491	702
234	Liver-HCC	15224	819
235	Liver-HCC	14199	632
236	Liver-HCC	44433	30228
237	Liver-HCC	8214	434
238	Liver-HCC	10405	665
239	Liver-HCC	8857	458
240	Liver-HCC	13335	613
241	Liver-HCC	10735	134
242	Liver-HCC	10339	469
243	Liver-HCC	5131	92
244	Liver-HCC	9057	320
245	Liver-HCC	12626	740
246	Liver-HCC	8827	390
247	Liver-HCC	5949	241
248	Liver-HCC	16701	809
249	Liver-HCC	9730	535
250	Liver-HCC	8347	463
251	Liver-HCC	20954	930
252	Liver-HCC	11130	593
253	Liver-HCC	5909	357
254	Liver-HCC	8731	555
255	Liver-HCC	19094	780
256	Liver-HCC	3458	47
257	Liver-HCC	32597	1736
258	Liver-HCC	5408	325
259	Liver-HCC	15258	786
260	Liver-HCC	13677	633
261	Liver-HCC	4998	261
262	Liver-HCC	9402	659
263	Liver-HCC	7542	205
264	Liver-HCC	9399	535
265	Liver-HCC	22967	1224
266	Liver-HCC	11955	405
267	Liver-HCC	4829	292
268	Liver-HCC	14241	666
269	Liver-HCC	711	15
270	Liver-HCC	13967	727
271	Liver-HCC	21391	999
272	Liver-HCC	11060	606
273	Liver-HCC	7816	98
274	Liver-HCC	14091	879
275	Liver-HCC	4771	255
276	Liver-HCC	12697	599
277	Liver-HCC	8913	495
278	Liver-HCC	13556	679
279	Liver-HCC	9157	436
280	CNS-Medullo	2196	196
281	CNS-Medullo	3085	511
282	CNS-Medullo	1315	89
283	CNS-Medullo	2669	370
284	CNS-Medullo	1498	311
285	CNS-Medullo	3542	442
286	CNS-Medullo	2751	243
287	CNS-Medullo	2170	406
288	CNS-Medullo	1145	149
289	CNS-Medullo	2442	403
290	CNS-Medullo	2717	555
291	CNS-Medullo	2525	296
292	CNS-Medullo	3206	260
293	CNS-Medullo	3734	562
294	CNS-Medullo	1987	284
295	CNS-Medullo	5223	751
296	CNS-Medullo	1941	412
297	CNS-Medullo	5416	547
298	CNS-Medullo	1945	284
299	CNS-Medullo	3327	363
300	CNS-Medullo	3645	880
301	CNS-Medullo	4319	499
302	CNS-Medullo	2864	201
303	CNS-Medullo	1125	138
304	CNS-Medullo	2631	260
305	CNS-Medullo	1758	88
306	CNS-Medullo	946	96
307	CNS-Medullo	1740	168
308	CNS-Medullo	237	15
309	CNS-Medullo	707	83
310	CNS-Medullo	924	70
311	CNS-Medullo	993	86
312	CNS-Medullo	1589	98
313	CNS-Medullo	1119	89
314	CNS-Medullo	721	103
315	CNS-Medullo	970	69
316	CNS-Medullo	1434	59
317	CNS-Medullo	1058	187
318	CNS-Medullo	2285	339
319	CNS-Medullo	733	112
320	CNS-Medullo	1688	106
321	CNS-Medullo	590	53
322	CNS-Medullo	1438	228
323	CNS-Medullo	1976	312
324	CNS-Medullo	1878	303
325	CNS-Medullo	1276	208
326	CNS-Medullo	1293	50
327	CNS-Medullo	891	95
328	CNS-Medullo	325	29
329	CNS-Medullo	948	148
330	CNS-Medullo	1005	38
331	CNS-Medullo	1454	105
332	CNS-Medullo	2002	117
333	CNS-Medullo	1258	145
334	CNS-Medullo	1172	137
335	CNS-Medullo	774	141
336	CNS-Medullo	623	72
337	CNS-Medullo	676	104
338	CNS-Medullo	1082	277
339	CNS-Medullo	423	58
340	CNS-Medullo	1142	133
341	CNS-Medullo	609	57
342	CNS-Medullo	445	63
343	CNS-Medullo	572	72
344	CNS-Medullo	217	22
345	CNS-Medullo	2133	276
346	CNS-Medullo	1181	153
347	CNS-Medullo	1754	202
348	CNS-Medullo	535	80
349	Cervix-SCC	3964	315
350	Cervix-SCC	8514	709
351	Cervix-SCC	6880	279
352	Cervix-SCC	6417	318
353	Cervix-SCC	3289	166
354	Cervix-SCC	13452	303
355	Cervix-AdenoCA	5329	355
356	Panc-AdenoCA	3485	388
357	Panc-AdenoCA	5143	559
358	Panc-AdenoCA	4385	321
359	Panc-AdenoCA	7663	1332
360	Panc-AdenoCA	6528	1039
361	Panc-AdenoCA	9911	535
362	Panc-AdenoCA	4649	655
363	Panc-AdenoCA	9264	823
364	Panc-AdenoCA	4382	433
365	Panc-AdenoCA	4204	527
366	Panc-AdenoCA	4354	602
367	Panc-AdenoCA	5728	638
368	Panc-AdenoCA	11002	860
369	Panc-AdenoCA	4200	288
370	Panc-AdenoCA	5580	539
371	Panc-AdenoCA	4297	549
372	Panc-AdenoCA	2900	260
373	Panc-AdenoCA	2939	390
374	Panc-AdenoCA	4943	493
375	Panc-AdenoCA	5900	539
376	Panc-AdenoCA	6202	498
377	Panc-AdenoCA	5843	354
378	Bladder-TCC	15499	460
379	Myeloid-AML	2120	138
380	Myeloid-AML	1542	112
381	Myeloid-AML	523	9
382	Myeloid-AML	1395	52
383	Myeloid-AML	994	50
384	Myeloid-AML	1215	62
385	Myeloid-AML	1532	76
386	Liver-HCC	14109	754
387	Liver-HCC	5563	345
388	Breast-AdenoCA	13695	511
389	Kidney-RCC	3676	441
390	Kidney-RCC	7325	1532
391	Kidney-RCC	1888	195
392	Kidney-RCC	5203	1047
393	Prost-AdenoCA	1300	75
394	Cervix-SCC	3807	395
395	Cervix-SCC	2321	210
396	Cervix-AdenoCA	2876	398
397	Cervix-SCC	8814	550
398	Breast-AdenoCA	3985	117
399	Panc-AdenoCA	4486	540
400	Panc-AdenoCA	5744	624
401	Panc-AdenoCA	10888	644
402	Panc-AdenoCA	10978	1171
403	Panc-AdenoCA	4403	426
404	Panc-AdenoCA	3262	379
405	Panc-AdenoCA	2686	311
406	Panc-AdenoCA	12122	661
407	Panc-AdenoCA	4573	382
408	Eso-AdenoCA	25823	2195
409	Eso-AdenoCA	41468	1177
410	Eso-AdenoCA	10139	680
411	Eso-AdenoCA	17730	1762
412	Eso-AdenoCA	20205	1626
413	Eso-AdenoCA	19517	1601
414	Eso-AdenoCA	32444	1403
415	Eso-AdenoCA	35224	1578
416	Eso-AdenoCA	13643	1155
417	Eso-AdenoCA	39216	1393
418	Eso-AdenoCA	40101	1976
419	Eso-AdenoCA	14707	1182
420	Eso-AdenoCA	28927	934
421	Eso-AdenoCA	56444	3083
422	Eso-AdenoCA	24919	1238
423	Eso-AdenoCA	29110	1849
424	Eso-AdenoCA	59731	2723
425	Eso-AdenoCA	10491	394
426	Eso-AdenoCA	18154	1623
427	Eso-AdenoCA	30962	2619
428	Eso-AdenoCA	14801	1530
429	Eso-AdenoCA	24217	1632
430	Eso-AdenoCA	45433	1455
431	Eso-AdenoCA	10645	849
432	Eso-AdenoCA	13623	272
433	Eso-AdenoCA	21767	606
434	Eso-AdenoCA	24919	1654
435	Eso-AdenoCA	42764	472
436	Eso-AdenoCA	61	1
437	Eso-AdenoCA	29495	1738
438	Eso-AdenoCA	47007	1574
439	Eso-AdenoCA	6792	277
440	Eso-AdenoCA	6289	300
441	Eso-AdenoCA	24233	540
442	Eso-AdenoCA	34205	3394
443	Eso-AdenoCA	17898	1948
444	Eso-AdenoCA	22678	2629
445	Eso-AdenoCA	13625	1282
446	Eso-AdenoCA	29621	3631
447	Eso-AdenoCA	7263	252
448	Eso-AdenoCA	11750	585
449	Eso-AdenoCA	3338	87
450	Eso-AdenoCA	45862	2603
451	Eso-AdenoCA	11370	2326
452	Eso-AdenoCA	34063	1401
453	Eso-AdenoCA	24815	1783
454	Eso-AdenoCA	8569	847
455	Eso-AdenoCA	6008	113
456	Eso-AdenoCA	40691	1576
457	Eso-AdenoCA	36371	1533
458	Eso-AdenoCA	11404	1324
459	Eso-AdenoCA	64391	2450
460	Eso-AdenoCA	19165	1425
461	Eso-AdenoCA	20697	1179
462	Eso-AdenoCA	19511	2079
463	Eso-AdenoCA	80060	2443
464	Eso-AdenoCA	8295	754
465	Eso-AdenoCA	21557	1878
466	Eso-AdenoCA	15217	1903
467	Eso-AdenoCA	9743	1082
468	Eso-AdenoCA	31283	1076
469	Eso-AdenoCA	18487	1316
470	Eso-AdenoCA	10905	2027
471	Eso-AdenoCA	39036	2104
472	Eso-AdenoCA	13503	419
473	Eso-AdenoCA	13995	341
474	Eso-AdenoCA	27368	1896
475	Eso-AdenoCA	22981	1139
476	Eso-AdenoCA	41415	2166
477	Eso-AdenoCA	19679	1627
478	Eso-AdenoCA	10912	755
479	Eso-AdenoCA	54903	642
480	Eso-AdenoCA	25373	2581
481	Eso-AdenoCA	27256	1764
482	Eso-AdenoCA	27233	2422
483	Eso-AdenoCA	16711	1102
484	Eso-AdenoCA	14634	1317
485	Eso-AdenoCA	17998	1534
486	Eso-AdenoCA	17017	2299
487	Eso-AdenoCA	17421	1301
488	Eso-AdenoCA	79550	3113
489	Eso-AdenoCA	57908	3855
490	Eso-AdenoCA	21999	2269
491	Eso-AdenoCA	34534	2002
492	Eso-AdenoCA	35681	3977
493	Prost-AdenoCA	805	27
494	Prost-AdenoCA	2843	313
495	Prost-AdenoCA	4220	269
496	Prost-AdenoCA	1560	147
497	Prost-AdenoCA	3360	513
498	Prost-AdenoCA	4061	262
499	Prost-AdenoCA	4887	372
500	Prost-AdenoCA	2104	180
501	Prost-AdenoCA	3472	393
502	Prost-AdenoCA	1876	144
503	Prost-AdenoCA	2900	313
504	Prost-AdenoCA	2655	244
505	Prost-AdenoCA	2652	283
506	Prost-AdenoCA	4341	459
507	Prost-AdenoCA	3143	211
508	Eso-AdenoCA	39795	1944
509	Eso-AdenoCA	43917	2356
510	Eso-AdenoCA	9369	525
511	Eso-AdenoCA	32402	2416
512	Eso-AdenoCA	106066	2232
513	Eso-AdenoCA	124784	4620
514	Bladder-TCC	12647	582
515	Breast-AdenoCA	6095	530
517	Liver-HCC	15031	399
518	Liver-HCC	9262	496
519	Liver-HCC	15672	654
520	Liver-HCC	6559	466
521	Liver-HCC	21270	849
522	Liver-HCC	10715	545
523	Liver-HCC	7745	455
524	Liver-HCC	9429	344
525	Liver-HCC	11033	568
526	Liver-HCC	7978	492
528	Liver-HCC	18113	939
529	Liver-HCC	5705	363
530	Liver-HCC	17405	1091
531	Liver-HCC	12004	677
532	Liver-HCC	10267	461
533	Liver-HCC	12317	571
534	Liver-HCC	20801	326
535	Liver-HCC	23139	1084
536	Liver-HCC	17564	683
537	Liver-HCC	14930	703
538	Liver-HCC	12575	791
539	Liver-HCC	10836	458
540	Liver-HCC	7062	213
541	Liver-HCC	12245	638
542	Liver-HCC	13402	882
544	Liver-HCC	16164	875
545	Liver-HCC	16564	676
546	Liver-HCC	15198	675
547	Liver-HCC	18208	922
548	Liver-HCC	18898	1001
549	Liver-HCC	8523	236
550	Liver-HCC	10956	576
551	Liver-HCC	11978	665
552	Liver-HCC	19603	934
553	Liver-HCC	7015	435
554	Liver-HCC	10839	554
555	Liver-HCC	5628	295
556	Liver-HCC	12302	720
557	Liver-HCC	16138	927
558	Liver-HCC	2387	47
559	Liver-HCC	6641	310
560	Liver-HCC	7303	555
562	Liver-HCC	17232	687
563	Liver-HCC	21820	1313
565	Liver-HCC	7042	205
566	Liver-HCC	9282	209
567	Liver-HCC	9498	606
568	Liver-HCC	16787	1041
569	Liver-HCC	6346	381
570	Liver-HCC	11719	598
571	Liver-HCC	18246	735
572	Breast-AdenoCA	4293	240
573	Prost-AdenoCA	3777	373
574	Prost-AdenoCA	16228	603
575	Prost-AdenoCA	5590	420
576	Prost-AdenoCA	3407	262
577	Prost-AdenoCA	2990	290
578	Prost-AdenoCA	6113	665
579	Prost-AdenoCA	5180	382
580	Prost-AdenoCA	8116	617
581	Prost-AdenoCA	3308	314
582	Prost-AdenoCA	3293	275
583	Prost-AdenoCA	3877	318
584	Prost-AdenoCA	3096	384
585	Prost-AdenoCA	2407	157
586	Prost-AdenoCA	3957	468
587	Prost-AdenoCA	4219	309
588	Prost-AdenoCA	4797	468
589	Prost-AdenoCA	2909	289
590	Prost-AdenoCA	1971	106
591	Prost-AdenoCA	3263	331
592	Prost-AdenoCA	2392	1104
593	Prost-AdenoCA	3571	361
594	Prost-AdenoCA	2363	211
595	Prost-AdenoCA	2230	188
596	Prost-AdenoCA	2721	252
597	Prost-AdenoCA	2612	242
598	Prost-AdenoCA	2246	211
599	Prost-AdenoCA	3082	146
600	Prost-AdenoCA	3084	239
601	Prost-AdenoCA	4366	420
602	Prost-AdenoCA	5286	394
603	Prost-AdenoCA	2607	247
604	Prost-AdenoCA	2278	191
605	Prost-AdenoCA	3724	304
606	Prost-AdenoCA	2637	236
607	Prost-AdenoCA	2210	179
608	Prost-AdenoCA	3441	298
609	Prost-AdenoCA	4220	454
610	Prost-AdenoCA	2791	230
611	Prost-AdenoCA	3578	436
612	Prost-AdenoCA	3348	274
613	Prost-AdenoCA	2841	259
614	Prost-AdenoCA	7033	381
615	Prost-AdenoCA	3250	216
616	Prost-AdenoCA	3359	294
617	Prost-AdenoCA	9136	392
618	Prost-AdenoCA	488	20
619	Prost-AdenoCA	2081	211
620	Prost-AdenoCA	2198	210
621	Prost-AdenoCA	2727	230
622	Prost-AdenoCA	2929	206
623	Prost-AdenoCA	2894	249
624	Prost-AdenoCA	2598	257
625	Prost-AdenoCA	3255	226
626	Prost-AdenoCA	3012	290
627	Prost-AdenoCA	4385	331
628	Prost-AdenoCA	3028	187
629	Prost-AdenoCA	2758	215
630	Prost-AdenoCA	5435	253
631	Prost-AdenoCA	3333	295
632	Prost-AdenoCA	5520	1455
633	Prost-AdenoCA	5136	306
634	Prost-AdenoCA	2228	164
635	Prost-AdenoCA	7631	215
636	Prost-AdenoCA	4194	274
637	Prost-AdenoCA	3992	262
638	Prost-AdenoCA	2760	206
639	Breast-AdenoCA	5506	156
640	Prost-AdenoCA	3768	183
641	Prost-AdenoCA	3234	297
642	Prost-AdenoCA	2890	281
643	Prost-AdenoCA	3523	378
644	Prost-AdenoCA	2539	208
645	Prost-AdenoCA	3005	155
646	Prost-AdenoCA	2957	263
647	Prost-AdenoCA	2545	177
648	Prost-AdenoCA	3413	243
649	Prost-AdenoCA	2187	153
650	Prost-AdenoCA	3351	341
651	Prost-AdenoCA	1675	88
652	Prost-AdenoCA	560	28
653	Prost-AdenoCA	4280	447
654	Prost-AdenoCA	3133	210
655	Prost-AdenoCA	5008	268
656	Prost-AdenoCA	450	57
657	Prost-AdenoCA	3318	537
658	Prost-AdenoCA	3643	293
659	Prost-AdenoCA	3658	272
660	Prost-AdenoCA	511	23
661	Prost-AdenoCA	2425	237
662	Prost-AdenoCA	3867	343
663	Prost-AdenoCA	3569	465
664	Prost-AdenoCA	3530	373
665	Prost-AdenoCA	2956	224
666	Prost-AdenoCA	2627	252
667	Prost-AdenoCA	8395	455
668	Prost-AdenoCA	3290	327
669	Prost-AdenoCA	3868	497
670	Prost-AdenoCA	3236	300
671	Prost-AdenoCA	2585	329
672	Prost-AdenoCA	3264	314
673	Prost-AdenoCA	1258	84
674	Prost-AdenoCA	2164	272
675	Prost-AdenoCA	1861	184
676	Prost-AdenoCA	1111	99
677	Skin-Melanoma	5117	178
678	Bladder-TCC	19090	842
679	Kidney-RCC	2773	316
680	Cervix-SCC	6680	314
681	Cervix-SCC	8833	653
682	Cervix-SCC	4485	316
683	Bladder-TCC	20338	390
687	Prost-AdenoCA	8435	1032
689	Prost-AdenoCA	5472	613
699	Prost-AdenoCA	7056	961
701	Prost-AdenoCA	4621	756
706	Prost-AdenoCA	6681	1222
711	Prost-AdenoCA	3983	675
713	Prost-AdenoCA	5453	1316
718	Prost-AdenoCA	17685	3012
728	Prost-AdenoCA	5971	733
729	Prost-AdenoCA	12697	1406
734	Lymph-CLL	2648	155
735	Lymph-CLL	2178	153
736	Lymph-CLL	2144	166
737	Lymph-CLL	1599	95
738	Lymph-CLL	1334	67
739	Lymph-CLL	2317	119
740	Lymph-CLL	2552	171
741	Lymph-CLL	3738	229
742	Lymph-CLL	1903	128
743	Lymph-CLL	2206	165
744	Lymph-CLL	2581	113
745	Lymph-CLL	1949	101
746	Lymph-CLL	3494	205
747	Lymph-CLL	5645	289
748	Lymph-CLL	3005	222
749	Lymph-CLL	1286	63
750	Lymph-CLL	1152	64
751	Lymph-CLL	1709	97
752	Lymph-CLL	2085	94
753	Head-SCC	4162	205
754	Liver-HCC	19900	919
755	Liver-HCC	9673	600
756	Liver-HCC	8076	580
757	Prost-AdenoCA	1307	78
758	Prost-AdenoCA	1433	98
759	Prost-AdenoCA	1474	83
760	Prost-AdenoCA	1408	80
761	Prost-AdenoCA	1739	101
762	Prost-AdenoCA	1307	66
763	Prost-AdenoCA	2355	215
764	Prost-AdenoCA	4727	422
765	Prost-AdenoCA	4508	351
766	Prost-AdenoCA	1460	115
773	Prost-AdenoCA	981	59
778	Prost-AdenoCA	2800	242
781	Prost-AdenoCA	2195	191
787	Prost-AdenoCA	4311	265
795	Prost-AdenoCA	1968	105
799	Prost-AdenoCA	63	3
800	Prost-AdenoCA	4339	450
801	Prost-AdenoCA	1648	119
802	Prost-AdenoCA	1480	147
803	Prost-AdenoCA	1009	47
804	Prost-AdenoCA	621	21
805	Prost-AdenoCA	1330	83
806	Prost-AdenoCA	988	61
807	Prost-AdenoCA	809	32
808	Prost-AdenoCA	1338	71
809	Prost-AdenoCA	518	14
810	Breast-AdenoCA	5234	426
811	Breast-AdenoCA	4663	365
812	Breast-AdenoCA	6807	509
813	Breast-AdenoCA	3980	398
814	Breast-AdenoCA	10067	589
815	Breast-AdenoCA	6706	405
816	Breast-AdenoCA	2925	314
817	Breast-AdenoCA	2680	157
818	Breast-AdenoCA	2906	197
819	Breast-AdenoCA	3292	265
820	Breast-AdenoCA	10015	862
821	Breast-AdenoCA	10207	372
822	Breast-AdenoCA	7540	332
823	Breast-AdenoCA	9367	630
824	Breast-AdenoCA	10627	387
825	Breast-AdenoCA	6526	311
826	Breast-AdenoCA	6477	668
827	Breast-AdenoCA	8542	396
828	Breast-AdenoCA	11772	1349
829	Breast-AdenoCA	4630	500
830	Breast-AdenoCA	9148	580
831	Breast-AdenoCA	7924	497
832	Breast-AdenoCA	8905	572
833	Breast-AdenoCA	5145	293
834	Bone-Epith	5656	505
835	Bone-Epith	2585	230
836	Bone-Epith	1571	76
837	Bone-Benign	117	1
838	Bone-Epith	1819	66
839	Bone-Osteosarc	2749	116
840	Bone-Epith	2691	144
841	Bone-Osteosarc	2535	106
842	Bone-Epith	1142	29
843	Bone-Epith	792	34
844	Bone-Osteosarc	9129	288
845	Bone-Osteosarc	414	29
846	Bone-Osteosarc	1290	65
847	Bone-Epith	1786	180
848	Bone-Benign	381	6
849	Bone-Benign	181	9
850	Bone-Benign	80	0
851	Bone-Epith	3840	443
852	Bone-Osteosarc	2495	99
853	Bone-Osteosarc	2410	48
854	Bone-Osteosarc	5936	200
855	Bone-Osteosarc	1768	101
856	Bone-Osteosarc	2033	196
857	Bone-Osteosarc	3023	433
858	Bone-Osteosarc	6197	237
859	Bone-Osteosarc	2966	114
860	Bone-Osteosarc	4503	169
861	Bone-Osteosarc	3763	48
862	Bone-Osteosarc	1144	42
863	Bone-Osteosarc	1797	31
864	Bone-Osteosarc	5109	157
865	Bone-Epith	1750	84
866	Bone-Osteosarc	9649	555
867	Bone-Osteosarc	7425	181
868	Bone-Osteosarc	5910	388
869	Bone-Osteosarc	14264	573
870	Bone-Osteosarc	6287	253
871	Bone-Osteosarc	3109	127
872	Bone-Osteosarc	4814	256
873	Bone-Osteosarc	5085	386
874	Bone-Osteosarc	1201	97
875	Bone-Osteosarc	1600	88
876	Bone-Benign	1631	100
877	Bone-Benign	674	23
878	Bone-Benign	773	30
879	Bone-Benign	634	29
880	Bone-Benign	848	40
881	Bone-Benign	363	6
882	Bone-Benign	633	34
883	Bone-Benign	372	5
884	Bone-Benign	884	37
885	Bone-Benign	1074	44
886	Bone-Benign	741	47
887	Bone-Benign	1021	24
888	Bone-Osteosarc	5261	720
889	Bone-Osteosarc	7051	394
890	Bone-Osteosarc	3703	75
891	Bone-Osteosarc	9352	394
892	Bone-Osteosarc	3654	59
893	Bone-Osteosarc	6847	398
894	Bone-Osteosarc	2602	161
895	Lymph-BNHL	7287	370
