sample_id	tumor_type	num_ssms	num_sims
2228	CNS-PiloAstro	99	7
2229	CNS-PiloAstro	121	5
2230	CNS-PiloAstro	101	12
2231	CNS-PiloAstro	453	25
2232	CNS-PiloAstro	364	15
2233	CNS-PiloAstro	90	3
2234	CNS-PiloAstro	131	7
2235	CNS-PiloAstro	464	25
2236	CNS-PiloAstro	283	22
2237	CNS-PiloAstro	514	16
2238	CNS-PiloAstro	137	8
2239	CNS-PiloAstro	90	4
2240	CNS-PiloAstro	199	9
2241	CNS-PiloAstro	709	33
2242	CNS-PiloAstro	101	3
2243	CNS-PiloAstro	95	7
2244	CNS-PiloAstro	402	17
2245	CNS-PiloAstro	240	30
2246	CNS-PiloAstro	219	11
2247	CNS-PiloAstro	225	5
2248	CNS-PiloAstro	67	2
2249	CNS-PiloAstro	288	18
2250	CNS-PiloAstro	266	11
2251	CNS-PiloAstro	161	9
2252	CNS-PiloAstro	136	7
2253	CNS-PiloAstro	231	7
2254	CNS-PiloAstro	166	2
2255	CNS-PiloAstro	141	11
2256	CNS-PiloAstro	358	12
2257	CNS-PiloAstro	126	12
2258	CNS-PiloAstro	129	14
2259	CNS-PiloAstro	1284	18
2260	CNS-PiloAstro	362	32
2261	CNS-PiloAstro	122	10
2262	CNS-PiloAstro	172	4
2263	CNS-PiloAstro	478	18
2264	CNS-PiloAstro	702	19
2265	CNS-PiloAstro	118	4
2266	CNS-PiloAstro	206	7
2267	CNS-PiloAstro	264	18
2268	CNS-PiloAstro	322	6
2269	CNS-PiloAstro	286	17
2270	CNS-PiloAstro	107	4
2271	CNS-PiloAstro	190	7
2272	CNS-PiloAstro	176	6
2273	CNS-PiloAstro	109	4
2274	CNS-PiloAstro	57	1
2275	CNS-PiloAstro	180	3
2276	CNS-PiloAstro	1022	38
2277	CNS-PiloAstro	1117	37
2278	CNS-PiloAstro	90	7
2279	CNS-PiloAstro	182	10
2280	CNS-PiloAstro	120	6
2281	CNS-PiloAstro	107	11
2282	CNS-PiloAstro	128	6
2283	CNS-PiloAstro	146	1
2284	CNS-PiloAstro	58	5
2285	CNS-PiloAstro	104	11
2286	CNS-PiloAstro	104	7
2287	CNS-PiloAstro	198	9
2288	CNS-PiloAstro	195	3
2289	CNS-PiloAstro	224	11
2290	CNS-PiloAstro	513	11
2291	CNS-PiloAstro	516	16
2292	CNS-PiloAstro	129	4
2293	CNS-PiloAstro	430	29
2294	CNS-PiloAstro	489	33
2295	CNS-PiloAstro	84	4
2296	CNS-PiloAstro	77	3
2297	CNS-PiloAstro	348	18
2298	CNS-PiloAstro	126	6
2299	CNS-PiloAstro	364	21
2300	CNS-PiloAstro	323	12
2301	CNS-PiloAstro	374	14
2302	CNS-PiloAstro	159	4
2303	CNS-PiloAstro	141	11
2304	CNS-PiloAstro	268	10
2305	CNS-PiloAstro	94	5
2306	CNS-PiloAstro	90	8
2307	CNS-PiloAstro	95	8
2308	CNS-PiloAstro	100	2
2309	CNS-PiloAstro	199	25
2310	CNS-PiloAstro	163	16
2311	CNS-PiloAstro	86	13
2312	CNS-PiloAstro	40	1
2313	CNS-PiloAstro	237	18
2314	CNS-PiloAstro	391	11
2315	Prost-AdenoCA	3367	265
2316	Prost-AdenoCA	1070	22
2317	Prost-AdenoCA	4128	361
2318	Prost-AdenoCA	3550	430
2319	Prost-AdenoCA	2917	188
2320	Prost-AdenoCA	1748	63
2321	Prost-AdenoCA	231	7
2322	Prost-AdenoCA	1357	66
2323	Prost-AdenoCA	2842	310
2324	Prost-AdenoCA	1978	114
2325	Prost-AdenoCA	381	14
2326	Prost-AdenoCA	2919	184
2327	Prost-AdenoCA	3133	226
2328	Prost-AdenoCA	287	11
2329	Prost-AdenoCA	2160	94
2330	Prost-AdenoCA	84	9
2331	Prost-AdenoCA	2034	88
2332	ColoRect-AdenoCA	15045	1404
2333	ColoRect-AdenoCA	17699	1104
2334	ColoRect-AdenoCA	13710	1163
2335	ColoRect-AdenoCA	2433765	19528
2336	ColoRect-AdenoCA	9153	690
2337	ColoRect-AdenoCA	11274	1335
2338	Breast-AdenoCA	4227	323
2339	ColoRect-AdenoCA	7586	805
2340	ColoRect-AdenoCA	21116	2670
2341	ColoRect-AdenoCA	19421	1325
2342	ColoRect-AdenoCA	7704	487
2343	ColoRect-AdenoCA	26908	1192
2344	Breast-AdenoCA	3875	203
2345	ColoRect-AdenoCA	20415	2481
2346	ColoRect-AdenoCA	11583	2421
2347	ColoRect-AdenoCA	15359	1072
2348	ColoRect-AdenoCA	9383	1505
2349	Breast-AdenoCA	3602	246
2350	Skin-Melanoma	120575	811
2351	Skin-Melanoma	256503	790
2352	Skin-Melanoma	31498	351
2353	Skin-Melanoma	392076	2068
2354	Skin-Melanoma	46343	403
2355	Skin-Melanoma	7606	255
2356	Skin-Melanoma	770694	1741
2357	Skin-Melanoma	52964	673
2358	Skin-Melanoma	80332	444
2359	Skin-Melanoma	89002	749
2360	Skin-Melanoma	6680	466
2361	Skin-Melanoma	227160	1008
2362	Skin-Melanoma	60503	547
2363	Skin-Melanoma	7377	399
2364	Skin-Melanoma	246486	1145
2365	Skin-Melanoma	16202	227
2366	Skin-Melanoma	36955	394
2367	Skin-Melanoma	46376	417
2368	Skin-Melanoma	40250	425
2369	Skin-Melanoma	289093	951
2370	Skin-Melanoma	94000	482
2371	Skin-Melanoma	100972	622
2372	Skin-Melanoma	6276	231
2373	Skin-Melanoma	78808	596
2374	Skin-Melanoma	23414	251
2375	Skin-Melanoma	361335	1707
2376	Skin-Melanoma	75885	514
2377	Skin-Melanoma	60779	485
2378	Skin-Melanoma	62635	614
2379	Skin-Melanoma	72109	421
2380	Skin-Melanoma	58915	534
2381	Breast-AdenoCA	4476	300
2382	Stomach-AdenoCA	10460	477
2383	Stomach-AdenoCA	11745	1336
2384	Stomach-AdenoCA	3965	210
2385	Stomach-AdenoCA	5973	647
2386	Stomach-AdenoCA	104965	103602
2387	Stomach-AdenoCA	5555	283
2388	Stomach-AdenoCA	390101	96902
2389	Stomach-AdenoCA	65072	3278
2390	Stomach-AdenoCA	11897	863
2391	Stomach-AdenoCA	60458	3209
2392	Stomach-AdenoCA	29355	1223
2393	Stomach-AdenoCA	14303	1938
2394	Stomach-AdenoCA	68392	2334
2395	Stomach-AdenoCA	7726	716
2396	Stomach-AdenoCA	64255	53747
2397	Stomach-AdenoCA	9566	916
2398	Stomach-AdenoCA	12600	1607
2399	Stomach-AdenoCA	4993	319
2400	Stomach-AdenoCA	11311	1054
2401	Stomach-AdenoCA	6871	412
2402	Stomach-AdenoCA	11627	1051
2403	Breast-LobularCA	16344	239
2404	Stomach-AdenoCA	10197	1695
2405	Stomach-AdenoCA	28757	1917
2406	Stomach-AdenoCA	5788	520
2407	Thy-AdenoCA	2459	235
2408	Thy-AdenoCA	969	99
2409	Thy-AdenoCA	513	30
2410	Thy-AdenoCA	2466	154
2411	Thy-AdenoCA	1309	86
2412	Thy-AdenoCA	755	68
2413	Breast-AdenoCA	5504	436
2414	Thy-AdenoCA	1063	66
2415	Thy-AdenoCA	2176	84
2416	Thy-AdenoCA	1193	89
2417	Thy-AdenoCA	524	26
2418	Thy-AdenoCA	707	38
2419	Thy-AdenoCA	43	2
2420	Thy-AdenoCA	1885	152
2421	Thy-AdenoCA	1157	94
2422	Thy-AdenoCA	591	26
2423	Thy-AdenoCA	618	57
2424	Thy-AdenoCA	1573	94
2425	Thy-AdenoCA	744	72
2426	Thy-AdenoCA	1828	153
2427	Thy-AdenoCA	3778	137
2428	Breast-AdenoCA	8866	811
2429	Thy-AdenoCA	2783	162
2430	Thy-AdenoCA	175	16
2431	Thy-AdenoCA	42	16
2432	Thy-AdenoCA	2642	156
2433	Thy-AdenoCA	2043	154
2434	Thy-AdenoCA	1491	104
2435	Thy-AdenoCA	711	40
2436	Thy-AdenoCA	1134	68
2437	Thy-AdenoCA	2486	201
2438	Thy-AdenoCA	1610	176
2439	Thy-AdenoCA	597	63
2440	Thy-AdenoCA	915	68
2441	Thy-AdenoCA	3872	46
2442	Breast-AdenoCA	5948	812
2443	Thy-AdenoCA	827	40
2444	Thy-AdenoCA	2127	121
2445	Thy-AdenoCA	987	29
2446	Breast-AdenoCA	18405	2062
2447	Thy-AdenoCA	1129	92
2448	Thy-AdenoCA	1470	73
2449	Thy-AdenoCA	976	58
2450	Thy-AdenoCA	1336	102
2451	Breast-AdenoCA	8247	668
2452	Thy-AdenoCA	1138	71
2453	Thy-AdenoCA	406	31
2454	Thy-AdenoCA	747	50
2455	Uterus-AdenoCA	6557	546
2456	Uterus-AdenoCA	7374	374
2457	Uterus-AdenoCA	2621	410
2458	Uterus-AdenoCA	3812	285
2459	Uterus-AdenoCA	9597	506
2460	Breast-AdenoCA	11068	1123
2461	Uterus-AdenoCA	18269	12722
2462	Uterus-AdenoCA	4080	500
2463	Uterus-AdenoCA	6927	446
2464	Uterus-AdenoCA	13832	538
2465	Uterus-AdenoCA	6936	489
2466	Uterus-AdenoCA	7155	346
2467	Uterus-AdenoCA	34990	922
2468	Uterus-AdenoCA	3170	420
2469	Uterus-AdenoCA	6878	455
2470	Uterus-AdenoCA	15883	761
2471	Uterus-AdenoCA	6584	548
2472	Uterus-AdenoCA	16568	986
2473	Uterus-AdenoCA	4039	323
2474	Uterus-AdenoCA	6859	514
2475	Uterus-AdenoCA	4103	441
2476	Uterus-AdenoCA	11853	719
2477	Uterus-AdenoCA	115649	62486
2478	Uterus-AdenoCA	27020	14448
2479	Breast-AdenoCA	5400	229
2480	Uterus-AdenoCA	282392	3773
2481	Uterus-AdenoCA	3668	331
2482	Uterus-AdenoCA	3884	445
2483	Uterus-AdenoCA	4511	294
2484	Uterus-AdenoCA	5013	528
2485	Uterus-AdenoCA	4141	524
2486	Uterus-AdenoCA	3761	443
2487	Uterus-AdenoCA	5915	386
2488	Uterus-AdenoCA	5150	376
2489	Uterus-AdenoCA	37722	509
2490	Breast-AdenoCA	14313	215
2491	Uterus-AdenoCA	11215	1084
2492	Uterus-AdenoCA	6606	581
2493	Uterus-AdenoCA	7325	534
2494	Uterus-AdenoCA	4404	496
2495	Breast-AdenoCA	2072	142
2496	Uterus-AdenoCA	39704	18308
2497	Uterus-AdenoCA	62696	66618
2498	Uterus-AdenoCA	26532	815
2499	Uterus-AdenoCA	15224	740
2500	Bladder-TCC	35087	895
2501	Uterus-AdenoCA	3672	307
2502	Uterus-AdenoCA	9153	645
2503	Uterus-AdenoCA	6295	504
2504	ColoRect-AdenoCA	12504	1256
2505	ColoRect-AdenoCA	6954	765
2506	ColoRect-AdenoCA	17756	1455
2507	ColoRect-AdenoCA	12629	1340
2508	ColoRect-AdenoCA	24623	9463
2509	ColoRect-AdenoCA	24285	2059
2510	ColoRect-AdenoCA	19369	2472
2511	ColoRect-AdenoCA	9435	1692
2512	ColoRect-AdenoCA	19096	3391
2513	ColoRect-AdenoCA	11452	1740
2514	Bladder-TCC	52260	1157
2515	Breast-AdenoCA	3473	250
2516	Breast-AdenoCA	10225	737
2517	Bladder-TCC	34302	533
2518	Breast-AdenoCA	12164	1036
2519	Breast-AdenoCA	15058	1205
2520	Cervix-SCC	3110	226
2521	Bladder-TCC	3477	295
2522	Lymph-CLL	2654	138
2523	Lymph-CLL	4528	220
2524	Lymph-CLL	1446	50
2525	Kidney-RCC	8041	508
2526	Kidney-RCC	4412	830
2527	Kidney-RCC	7981	1650
2528	Kidney-RCC	2378	353
2529	Kidney-RCC	6582	1282
2530	Kidney-RCC	10656	2175
2531	Kidney-RCC	5564	728
2532	Kidney-RCC	6852	1167
2533	Kidney-RCC	5680	963
2534	Kidney-RCC	7115	1303
2535	Kidney-RCC	5318	945
2536	Bladder-TCC	19931	1362
2537	Liver-HCC	12310	697
2538	Liver-HCC	10105	505
2539	Liver-HCC	9800	586
2540	Liver-HCC	25838	678
2541	Liver-HCC	36673	1011
2542	Liver-HCC	13079	773
2543	Liver-HCC	2302	88
2544	Liver-HCC	10643	612
2545	Liver-HCC	15909	787
2546	Liver-HCC	9044	644
2547	Liver-HCC	64258	1890
2548	Liver-HCC	7147	552
2549	Liver-HCC	13897	741
2550	Breast-AdenoCA	7550	733
2551	Liver-HCC	17057	886
2552	Liver-HCC	3870	450
2553	Liver-HCC	18741	856
2554	Liver-HCC	30355	760
2555	Liver-HCC	14940	756
2556	Liver-HCC	15724	1168
2557	Liver-HCC	7472	633
2558	Liver-HCC	11129	614
2559	Liver-HCC	8899	705
2560	Liver-HCC	5761	334
2561	Liver-HCC	8545	530
2562	Liver-HCC	8083	364
2563	Liver-HCC	9885	428
2564	Liver-HCC	18949	9361
2565	Liver-HCC	7213	477
2566	Liver-HCC	5329	306
2567	Liver-HCC	3206	119
2568	Liver-HCC	15029	932
2569	Liver-HCC	7685	488
2570	Liver-HCC	5824	443
2571	Liver-HCC	17018	774
2572	Liver-HCC	4059	230
2573	Liver-HCC	3544	287
2574	Liver-HCC	11506	816
2575	Liver-HCC	4973	499
2576	Liver-HCC	6424	405
2577	Liver-HCC	13637	755
2578	Liver-HCC	11461	814
2579	Liver-HCC	10874	528
2580	Liver-HCC	13726	547
2581	Liver-HCC	10687	819
2582	Liver-HCC	10420	740
2583	Liver-HCC	16225	715
2584	Liver-HCC	16303	934
2585	Liver-HCC	12905	812
2586	Liver-HCC	18344	613
2587	Liver-HCC	12242	894
2588	Liver-HCC	23225	985
2589	Liver-HCC	14820	701
2590	Liver-HCC	9857	560
2591	Liver-HCC	17147	866
2592	Liver-HCC	8555	317
2594	Liver-HCC	20641	855
2595	Liver-HCC	12551	712
2596	Liver-HCC	8323	422
2597	Liver-HCC	9966	382
2598	Liver-HCC	5911	342
2599	Liver-HCC	15843	686
2600	Liver-HCC	11784	493
2601	Liver-HCC	6832	150
2602	Liver-HCC	19940	908
2603	Liver-HCC	5439	335
2604	Liver-HCC	18597	929
2605	Liver-HCC	13997	1213
2606	Liver-HCC	21976	1531
2607	Liver-HCC	6404	294
2608	Liver-HCC	12122	716
2609	Liver-HCC	6314	403
2610	Liver-HCC	28754	1699
2611	Liver-HCC	10900	379
2612	Liver-HCC	7690	482
2613	Liver-HCC	12328	766
2614	Liver-HCC	5985	335
2615	Liver-HCC	6120	289
2616	Liver-HCC	31611	960
2617	Liver-HCC	7594	315
2619	Liver-HCC	6699	386
2620	Liver-HCC	22916	858
2621	Liver-HCC	9186	834
2622	Liver-HCC	9842	642
2623	Liver-HCC	10426	533
2625	Liver-HCC	17619	460
2626	Liver-HCC	16614	666
2627	Liver-HCC	4436	139
2628	Liver-HCC	11559	552
2629	Liver-HCC	13583	835
2630	Liver-HCC	16263	852
2631	Liver-HCC	10207	410
2632	Liver-HCC	2496	125
2633	Liver-HCC	20045	1315
2634	Liver-HCC	8878	483
2635	Liver-HCC	14635	810
2636	Liver-HCC	11019	732
2637	Liver-HCC	8986	474
2638	Liver-HCC	10792	572
2639	Liver-HCC	12513	802
2640	Liver-HCC	8426	574
2641	Liver-HCC	20646	624
2642	Liver-HCC	2810	239
2643	Liver-HCC	6399	529
2644	Liver-HCC	5335	324
2645	Liver-HCC	15954	823
2646	Biliary-AdenoCA	2529	76
2647	Liver-HCC	14276	585
2648	Liver-HCC	15988	782
2649	Liver-HCC	13083	494
2650	Liver-HCC	15814	761
2651	Liver-HCC	11888	478
2652	Liver-HCC	16856	835
2653	Liver-HCC	11619	613
2654	Liver-HCC	5936	449
2655	Liver-HCC	13629	606
2656	Liver-HCC	8106	268
2657	Liver-HCC	8943	491
2658	Liver-HCC	8111	468
2659	Liver-HCC	11623	513
2660	Liver-HCC	6993	162
2661	Liver-HCC	19313	570
2662	Liver-HCC	13404	603
2663	Liver-HCC	11748	405
2664	Biliary-AdenoCA	9068	434
2665	Liver-HCC	8080	241
2666	Liver-HCC	9448	402
2667	Liver-HCC	23892	1724
2668	Liver-HCC	5378	368
2669	Liver-HCC	9751	320
2670	Biliary-AdenoCA	10374	538
2671	Biliary-AdenoCA	5535	541
2672	Liver-HCC	6354	275
2673	Biliary-AdenoCA	1644	45
2674	Biliary-AdenoCA	3497	197
2675	Liver-HCC	6673	523
2676	Liver-HCC	7507	454
2677	Liver-HCC	7575	447
2678	Biliary-AdenoCA	18304	858
2679	Liver-HCC	8098	483
2680	Liver-HCC	12188	683
2681	Liver-HCC	19203	1067
2682	Liver-HCC	13402	604
2683	Liver-HCC	10748	484
2685	Liver-HCC	13761	589
2686	Biliary-AdenoCA	3548	165
2688	Biliary-AdenoCA	8866	311
2689	Biliary-AdenoCA	1656	22
2690	Breast-AdenoCA	16020	815
2691	Biliary-AdenoCA	9784	1280
2692	Biliary-AdenoCA	3866	266
2693	Biliary-AdenoCA	5889	491
2694	Biliary-AdenoCA	8251	542
2695	Biliary-AdenoCA	1503	39
2696	Biliary-AdenoCA	3617	247
2697	Biliary-AdenoCA	207129	129817
2698	Biliary-AdenoCA	10085	518
2699	Biliary-AdenoCA	2702	252
2700	Biliary-AdenoCA	3959	443
2701	Biliary-AdenoCA	3841	334
2702	Biliary-AdenoCA	3889	56
2703	Breast-AdenoCA	1747	153
