file_name	c_a	c_g	c_t	t_a	t_c	t_g
summary-mt-1184.txt	27876	2966	156477	3806	12593	7160
summary-mt-1185.txt	28087	3066	156734	3710	12530	7150
summary-mt-1186.txt	28013	3009	155940	3698	12310	7029
summary-mt-1187.txt	27947	3033	156412	3786	12414	7059
summary-mt-1188.txt	27515	2970	156486	3688	12479	7064
summary-mt-1189.txt	28041	3012	156190	3692	12370	7046
summary-mt-118.txt	27837	2957	156168	3722	12510	7209
summary-mt-1190.txt	27842	2956	156590	3660	12196	7170
summary-mt-1191.txt	28059	2926	156272	3739	12495	7088
summary-mt-1192.txt	27714	2960	155754	3694	12486	7011
summary-mt-1193.txt	28049	3029	156262	3627	12512	7159
summary-mt-1194.txt	27567	2968	156317	3811	12367	7024
summary-mt-1195.txt	27890	3114	156441	3660	12504	7102
summary-mt-1196.txt	28101	2994	156007	3840	12415	7248
summary-mt-1197.txt	27982	2980	156306	3699	12526	7192
summary-mt-1198.txt	28110	3047	156651	3784	12576	7128
summary-mt-1199.txt	27852	2859	155932	3712	12488	7240
summary-mt-119.txt	27981	3003	156546	3573	12462	7305
summary-mt-11.txt	28258	3033	156543	3748	12350	7358
summary-mt-1200.txt	28259	2977	156160	3775	12225	7068
summary-mt-1201.txt	28055	3037	155348	3793	12596	7271
summary-mt-1202.txt	27996	2988	155576	3655	12553	7293
summary-mt-1203.txt	27874	2997	156397	3742	12529	7161
summary-mt-1204.txt	27811	2983	156831	3654	12436	7134
summary-mt-1205.txt	28236	2958	156238	3674	12578	7156
summary-mt-1206.txt	27916	2963	156135	3766	12390	7040
summary-mt-1207.txt	28095	2999	156371	3845	12481	7200
summary-mt-1208.txt	27967	3039	155905	3672	12471	7115
summary-mt-1209.txt	28052	2935	155400	3686	12599	7066
summary-mt-120.txt	27945	2990	155345	3711	12435	7083
summary-mt-1210.txt	27908	2979	156910	3719	12540	7210
summary-mt-1211.txt	28023	2970	155914	3789	12325	7299
summary-mt-1212.txt	27903	2931	155955	3607	12313	7314
summary-mt-1213.txt	28168	3095	156354	3578	12305	7170
summary-mt-1214.txt	27904	2961	157003	3823	12246	7150
summary-mt-1215.txt	28497	3017	156847	3670	12408	7178
summary-mt-1216.txt	28093	2925	155578	3697	12258	7056
summary-mt-1217.txt	28013	2965	156327	3694	12182	7135
summary-mt-1218.txt	27547	3091	156436	3777	12546	7026
summary-mt-1219.txt	27743	3023	155756	3691	12444	7219
summary-mt-121.txt	27821	2944	155968	3616	12351	7026
summary-mt-1220.txt	27768	3085	156123	3748	12285	7184
summary-mt-1221.txt	27934	3021	156132	3699	12372	7128
summary-mt-1222.txt	28231	2952	155867	3750	12473	7107
summary-mt-1223.txt	27982	2964	156630	3724	12407	6952
summary-mt-1224.txt	28039	3032	156068	3719	12363	6996
summary-mt-1225.txt	28049	3036	156369	3688	12401	7194
summary-mt-1226.txt	28269	2978	155833	3704	12435	7043
summary-mt-1227.txt	28240	3072	156944	3666	12493	7143
summary-mt-1228.txt	28305	2988	155769	3576	12413	7212
summary-mt-1229.txt	27984	2948	156509	3789	12577	7078
summary-mt-122.txt	27961	2944	156101	3626	12312	7144
summary-mt-1230.txt	28199	2965	156561	3708	12363	7186
summary-mt-1231.txt	27790	3000	156456	3755	12275	7128
summary-mt-1232.txt	28058	2982	156242	3749	12284	7172
summary-mt-1233.txt	28114	2951	156346	3763	12350	7080
summary-mt-1234.txt	27946	3088	155949	3593	12506	7181
summary-mt-1235.txt	28236	3011	156247	3700	12283	7139
summary-mt-1236.txt	27752	2943	156344	3723	12300	7025
summary-mt-1237.txt	28114	2931	157064	3623	12357	7114
summary-mt-1238.txt	27894	3032	156665	3634	12408	7082
summary-mt-1239.txt	27780	2846	157399	3836	12344	7152
summary-mt-123.txt	27690	2900	156563	3700	12477	7210
summary-mt-1240.txt	28083	2932	156140	3757	12352	7164
summary-mt-1241.txt	28083	3027	156160	3648	12407	7018
summary-mt-1242.txt	27993	3049	155765	3706	12321	7131
summary-mt-1243.txt	27920	2981	155909	3760	12322	7082
summary-mt-1244.txt	28215	3028	156560	3710	12403	7224
summary-mt-1245.txt	27838	2995	155984	3704	12293	7124
summary-mt-1246.txt	27831	3005	155992	3676	12575	7040
summary-mt-1247.txt	27830	2918	156064	3675	12366	7250
summary-mt-1248.txt	27921	3106	155975	3841	12498	7013
summary-mt-1249.txt	28161	2952	156573	3677	12480	7051
summary-mt-124.txt	27939	2931	155976	3705	12445	7255
summary-mt-1250.txt	27661	2958	156050	3690	12397	7165
summary-mt-1251.txt	27838	3002	156433	3664	12649	7103
summary-mt-1252.txt	27955	3019	155936	3769	12466	7090
summary-mt-1253.txt	28025	3083	155739	3683	12288	7233
summary-mt-1254.txt	27827	2979	156183	3804	12641	7016
summary-mt-1255.txt	28130	3035	156567	3777	12479	7176
summary-mt-1256.txt	28022	3011	155903	3679	12309	7070
summary-mt-1257.txt	27814	3036	156747	3781	12427	7186
summary-mt-1258.txt	27860	2981	156662	3699	12280	6999
summary-mt-1259.txt	28048	2901	155582	3733	12428	6935
summary-mt-125.txt	28088	3032	155707	3740	12381	7288
summary-mt-1260.txt	28122	2915	155641	3811	12259	7123
summary-mt-1261.txt	27718	2933	157137	3758	12598	7085
summary-mt-1262.txt	27967	2984	156250	3625	12256	7095
summary-mt-1263.txt	27693	2888	156544	3636	12579	7257
summary-mt-1264.txt	27599	3043	155677	3684	12437	7200
summary-mt-1265.txt	28171	2910	155870	3776	12280	6987
summary-mt-1266.txt	28135	2995	157166	3759	12352	7132
summary-mt-1267.txt	27870	2907	155811	3794	12565	7214
summary-mt-1268.txt	27833	3020	156355	3779	12340	7130
summary-mt-1269.txt	28225	3036	156113	3569	12295	7174
summary-mt-126.txt	27965	3025	155826	3659	12357	7052
summary-mt-1270.txt	27802	3014	156059	3726	12441	7137
summary-mt-1271.txt	27815	2998	156621	3775	12401	7206
summary-mt-1272.txt	27871	2880	157175	3594	12454	7208
summary-mt-1273.txt	28167	2895	155289	3732	12530	7061
summary-mt-1274.txt	28046	2944	156107	3728	12242	7192
summary-mt-1275.txt	27919	2928	156107	3660	12487	7163
summary-mt-1276.txt	27955	2952	155936	3689	12332	7065
summary-mt-1277.txt	27929	2991	156663	3702	12519	7065
summary-mt-1278.txt	28077	3064	156071	3724	12279	7123
summary-mt-1279.txt	27824	2907	155881	3732	12354	7215
summary-mt-127.txt	28366	2966	155999	3840	12555	7173
summary-mt-1280.txt	27733	2980	156413	3733	12369	7164
summary-mt-1281.txt	27888	3044	155948	3658	12382	7162
summary-mt-1282.txt	28080	2980	156397	3706	12453	7113
summary-mt-1283.txt	27956	3024	156845	3662	12273	7163
summary-mt-1284.txt	27781	2990	156806	3703	12355	7191
summary-mt-1285.txt	27912	2976	156204	3696	12418	7102
summary-mt-1286.txt	27991	2972	156024	3752	12423	7180
summary-mt-1287.txt	28005	2952	156574	3574	12408	7187
summary-mt-1288.txt	27765	2989	156678	3700	12502	6985
summary-mt-1289.txt	27853	2963	156217	3672	12359	7100
summary-mt-128.txt	27727	2902	156811	3749	12233	7104
summary-mt-1290.txt	27818	3005	156480	3751	12372	7161
summary-mt-1291.txt	27777	2999	156289	3796	12453	7020
summary-mt-1292.txt	28124	2954	156007	3785	12468	6909
summary-mt-1293.txt	27903	2969	156288	3597	12383	7218
summary-mt-1294.txt	27844	2985	156050	3640	12233	6999
summary-mt-1295.txt	27999	3003	156205	3759	12454	7109
summary-mt-1296.txt	28013	3008	155743	3728	12550	7050
summary-mt-1297.txt	28060	2999	157015	3807	12405	7081
summary-mt-1298.txt	27899	2964	155801	3778	12379	7245
summary-mt-1299.txt	27942	2892	156023	3830	12301	7141
summary-mt-129.txt	27575	3048	156431	3699	12462	7138
summary-mt-12.txt	27903	3088	157037	3762	12302	7013
summary-mt-1300.txt	28011	2910	156125	3699	12501	7053
summary-mt-1301.txt	27851	3034	156145	3703	12247	7172
summary-mt-1302.txt	28213	2958	156065	3777	12379	7203
summary-mt-1303.txt	28359	3020	157121	3642	12383	7200
summary-mt-1304.txt	28201	2964	156452	3693	12475	7087
summary-mt-1305.txt	27890	2951	155554	3654	12384	7266
summary-mt-1306.txt	27844	2895	156334	3691	12328	7077
summary-mt-1307.txt	27987	2927	156154	3728	12497	7093
summary-mt-1308.txt	27721	2909	156187	3716	12437	6995
summary-mt-1309.txt	27999	3043	156466	3811	12224	7310
summary-mt-130.txt	28262	2952	155878	3670	12480	7114
summary-mt-1310.txt	27955	2963	155729	3640	12359	7224
summary-mt-1311.txt	28038	3020	156085	3679	12305	7202
summary-mt-1312.txt	28281	2952	156225	3672	12432	7212
summary-mt-1313.txt	27881	2987	156483	3614	12211	7016
summary-mt-1314.txt	27940	2943	156438	3669	12468	7111
summary-mt-1315.txt	28055	2954	156594	3847	12520	7059
summary-mt-1316.txt	28140	2969	156648	3704	12311	7117
summary-mt-1317.txt	28062	2990	156223	3644	12300	7070
summary-mt-1318.txt	27970	3006	156126	3657	12412	7118
summary-mt-1319.txt	27939	2929	156706	3651	12432	7160
summary-mt-131.txt	27924	2972	155794	3756	12384	7174
summary-mt-1320.txt	28028	3048	156483	3764	12494	7065
summary-mt-1321.txt	27945	3017	156556	3788	12579	7209
summary-mt-1322.txt	28171	3027	156427	3814	12344	7251
summary-mt-1323.txt	27954	2959	155476	3694	12500	7072
summary-mt-1324.txt	27949	2904	155747	3787	12381	7224
summary-mt-1325.txt	27810	2957	156003	3585	12627	7074
summary-mt-1326.txt	28063	2965	156253	3661	12356	7156
summary-mt-1327.txt	27978	2948	156197	3764	12387	7263
summary-mt-1328.txt	27995	2936	157008	3724	12445	7212
summary-mt-1329.txt	27591	2989	156501	3668	12260	7202
summary-mt-132.txt	27838	2999	156531	3773	12297	7165
summary-mt-1330.txt	28191	3096	156507	3683	12526	7099
summary-mt-1331.txt	28159	3024	155812	3759	12348	7107
summary-mt-1332.txt	27880	2960	156548	3766	12425	7202
summary-mt-1333.txt	27779	3008	156663	3617	12285	7263
summary-mt-1334.txt	28030	3068	156763	3647	12566	7072
summary-mt-1335.txt	28066	2979	156211	3695	12414	7040
summary-mt-1336.txt	27748	2981	155970	3695	12400	7109
summary-mt-1337.txt	27850	2992	156241	3629	12182	7035
summary-mt-1338.txt	28153	3052	156386	3656	12319	7078
summary-mt-1339.txt	27965	2890	156245	3697	12408	7080
summary-mt-133.txt	27945	2967	155708	3679	12335	6955
summary-mt-1340.txt	27983	2963	155804	3675	12434	7104
summary-mt-1341.txt	28016	3007	156253	3789	12613	7278
summary-mt-1342.txt	27602	2978	156230	3669	12371	7016
summary-mt-1343.txt	28095	2980	156340	3727	12601	7181
summary-mt-1344.txt	27983	3019	156617	3614	12383	7132
summary-mt-1345.txt	28211	2928	155287	3533	12502	7206
summary-mt-1346.txt	28122	2951	155854	3634	12342	7149
summary-mt-1347.txt	27880	2886	155358	3587	12468	7210
summary-mt-1348.txt	28123	2862	156449	3710	12613	7076
summary-mt-1349.txt	27780	2951	155517	3605	12569	7147
summary-mt-134.txt	28037	2919	156101	3800	12420	7185
summary-mt-1350.txt	28010	3013	156687	3630	12274	7181
summary-mt-1351.txt	27967	2997	156248	3781	12464	7148
summary-mt-1352.txt	27872	2969	155951	3697	12508	7029
summary-mt-1353.txt	28007	2971	155817	3700	12353	7029
summary-mt-1354.txt	27909	2937	155879	3743	12495	7051
summary-mt-1355.txt	28243	3027	156886	3647	12415	7195
summary-mt-1356.txt	28026	2984	156402	3797	12378	7125
summary-mt-1357.txt	27877	2928	156605	3737	12572	7184
summary-mt-1358.txt	27755	3030	156400	3755	12482	7345
summary-mt-1359.txt	27659	2989	156770	3813	12367	7259
summary-mt-135.txt	27921	3032	155994	3825	12358	7258
summary-mt-1360.txt	27882	3060	156482	3690	12318	7245
summary-mt-1361.txt	27712	2981	156711	3760	12536	7153
summary-mt-1362.txt	27913	3066	155370	3682	12311	7089
summary-mt-1363.txt	27940	2982	156163	3698	12524	7018
summary-mt-1364.txt	27834	2993	156543	3747	12563	7166
summary-mt-1365.txt	27953	2996	155263	3658	12434	7066
summary-mt-1366.txt	27874	3013	155609	3744	12311	7074
summary-mt-1367.txt	28036	2939	156205	3608	12466	7061
summary-mt-1368.txt	28117	2938	156986	3653	12488	7032
summary-mt-1369.txt	28227	3060	156480	3749	12461	7205
summary-mt-136.txt	28353	3003	156358	3728	12574	7177
summary-mt-1370.txt	28108	3022	156077	3653	12230	7169
summary-mt-1371.txt	27958	3121	156002	3731	12493	7184
summary-mt-1372.txt	27960	2951	156281	3684	12288	6997
summary-mt-1373.txt	27937	2987	156043	3706	12330	7177
summary-mt-1374.txt	28028	3015	156995	3693	12404	7073
summary-mt-1375.txt	27729	2910	156042	3759	12276	7092
summary-mt-1376.txt	28116	2934	155986	3704	12469	7167
summary-mt-1377.txt	27703	2868	155857	3608	12321	7154
summary-mt-1378.txt	27881	3052	156445	3697	12328	6981
summary-mt-1379.txt	27795	2828	157081	3734	12264	7149
summary-mt-137.txt	27585	3009	156283	3636	12522	7268
summary-mt-1380.txt	28070	2925	156303	3717	12619	7071
summary-mt-1381.txt	28109	2975	156608	3768	12503	7095
summary-mt-1382.txt	27963	2965	156830	3586	12267	7244
summary-mt-1383.txt	27948	2915	155610	3766	12449	7113
summary-mt-1384.txt	28057	2972	156495	3652	12482	7188
summary-mt-1385.txt	28075	2957	156052	3650	12497	7047
summary-mt-1386.txt	27999	2954	156883	3751	12299	7016
summary-mt-1387.txt	28031	2991	156340	3689	12513	7108
summary-mt-1388.txt	27858	2943	156917	3713	12449	7220
summary-mt-1389.txt	27998	2938	156750	3755	12431	7139
summary-mt-138.txt	28260	2920	156422	3741	12141	7085
summary-mt-1390.txt	27995	3001	155705	3797	12539	7034
summary-mt-1391.txt	28106	2937	156569	3744	12439	7202
summary-mt-1392.txt	27689	2985	155849	3695	12368	7191
summary-mt-1393.txt	27937	2897	155583	3626	12389	7024
summary-mt-1394.txt	28019	2991	156380	3726	12379	7165
summary-mt-1395.txt	28151	2959	156034	3733	12446	7163
summary-mt-1396.txt	28086	2929	156740	3664	12438	7106
summary-mt-1397.txt	27688	3065	155902	3675	12302	7192
summary-mt-1398.txt	27954	2891	156007	3649	12549	7115
summary-mt-1399.txt	28040	2953	156513	3767	12179	7070
summary-mt-139.txt	28008	2942	156082	3656	12202	6965
summary-mt-13.txt	27976	2944	155657	3644	12495	7312
summary-mt-1400.txt	28041	2993	156186	3625	12372	7270
summary-mt-1401.txt	27871	2977	155669	3757	12491	7254
summary-mt-1402.txt	27811	2954	156826	3769	12425	7162
summary-mt-1403.txt	28032	2975	156285	3748	12318	7081
summary-mt-1404.txt	27885	3046	156263	3701	12442	6891
summary-mt-1405.txt	28109	3043	155995	3750	12398	7050
summary-mt-1406.txt	28019	2928	155816	3673	12414	7180
summary-mt-1407.txt	27978	2967	156640	3702	12549	7123
summary-mt-1408.txt	28011	2961	156242	3745	12467	7089
summary-mt-1409.txt	27796	2976	156884	3783	12455	7121
summary-mt-140.txt	27994	2918	155589	3706	12271	7021
summary-mt-1410.txt	27710	3019	155791	3696	12349	7062
summary-mt-1411.txt	27924	2925	157291	3797	12492	7237
summary-mt-1412.txt	28033	2907	156310	3637	12464	7049
summary-mt-1413.txt	27902	2932	156111	3703	12380	7092
summary-mt-1414.txt	27898	2961	155633	3712	12476	7143
summary-mt-1415.txt	27978	2923	155950	3675	12452	7118
summary-mt-1416.txt	28062	2900	156667	3664	12530	7016
summary-mt-1417.txt	28181	2957	156479	3719	12392	7193
summary-mt-1418.txt	28192	2971	156538	3763	12527	7178
summary-mt-1419.txt	28083	2908	156234	3756	12417	7135
