file_name	c_a	c_g	c_t	t_a	t_c	t_g
summary-mt-2101.txt	28046	2911	156679	3613	12383	7153
summary-mt-2102.txt	27957	3047	155993	3712	12511	7078
summary-mt-2103.txt	28102	2952	156418	3691	12448	7218
summary-mt-2104.txt	27978	2990	156343	3689	12553	7123
summary-mt-2105.txt	27940	3004	156568	3635	12454	7235
summary-mt-2106.txt	27966	3080	156588	3808	12371	7174
summary-mt-2107.txt	28029	2939	156273	3691	12410	7204
summary-mt-2108.txt	28426	2982	156297	3776	12399	7009
summary-mt-2109.txt	27837	2984	156092	3663	12317	7111
summary-mt-210.txt	28017	2889	156821	3738	12529	7097
summary-mt-2110.txt	28192	3061	156202	3669	12402	7028
summary-mt-2111.txt	27940	2964	156986	3625	12518	7249
summary-mt-2112.txt	27990	2915	156016	3761	12629	7117
summary-mt-2113.txt	28031	3024	155697	3685	12467	7178
summary-mt-2114.txt	28457	3005	156599	3726	12258	7076
summary-mt-2115.txt	28021	2975	156351	3621	12351	7147
summary-mt-2116.txt	27807	2906	156159	3764	12488	7123
summary-mt-2117.txt	27817	2974	156425	3893	12348	7177
summary-mt-2118.txt	28123	2969	155925	3558	12459	7223
summary-mt-2119.txt	28328	2984	156836	3689	12321	7189
summary-mt-211.txt	27835	3020	156083	3704	12499	6981
summary-mt-2120.txt	27900	3136	156115	3670	12681	7296
summary-mt-2121.txt	27885	3030	156290	3730	12499	7225
summary-mt-2122.txt	27968	3030	156003	3663	12388	7056
summary-mt-2123.txt	28007	3115	156406	3721	12340	7164
summary-mt-2124.txt	28237	3021	156837	3818	12288	7346
summary-mt-2125.txt	27788	2972	156108	3799	12334	7059
summary-mt-2126.txt	28143	2975	156557	3672	12567	7161
summary-mt-2127.txt	27724	2968	157015	3605	12426	7169
summary-mt-2128.txt	27856	2990	156545	3742	12253	7151
summary-mt-2129.txt	27852	3048	155477	3717	12523	7192
summary-mt-212.txt	28089	3066	156046	3784	12205	6952
summary-mt-2130.txt	28155	3004	156704	3655	12543	7277
summary-mt-2131.txt	28000	2833	156154	3775	12495	7042
summary-mt-2132.txt	27890	2978	156102	3693	12421	7210
summary-mt-2133.txt	27659	2795	156292	3705	12492	7057
summary-mt-2134.txt	27707	2917	156880	3799	12349	7198
summary-mt-2135.txt	27908	2951	155821	3690	12256	7131
summary-mt-2136.txt	27825	2948	156381	3785	12280	7290
summary-mt-2137.txt	28217	2995	156221	3781	12243	7200
summary-mt-2138.txt	27911	3069	156151	3698	12553	7201
summary-mt-2139.txt	28266	3024	155678	3796	12318	7165
summary-mt-213.txt	28067	2883	155908	3696	12504	7322
summary-mt-2140.txt	28251	2972	156113	3584	12332	7364
summary-mt-2141.txt	27946	2984	156255	3536	12468	7074
summary-mt-2142.txt	27907	2983	156616	3650	12468	7279
summary-mt-2143.txt	28112	2967	156319	3790	12354	7231
summary-mt-2144.txt	27744	2905	155556	3630	12443	7078
summary-mt-2145.txt	27813	2969	156301	3705	12398	7288
summary-mt-2146.txt	27563	2984	156035	3671	12501	7298
summary-mt-2147.txt	27624	2945	156909	3721	12495	7190
summary-mt-2148.txt	27946	2957	155872	3786	12377	7117
summary-mt-2149.txt	27865	3005	156771	3750	12348	7230
summary-mt-214.txt	28163	3101	156334	3683	12369	7020
summary-mt-2150.txt	27996	2961	156832	3738	12439	7122
summary-mt-2151.txt	28141	3003	155990	3587	12441	7280
summary-mt-2152.txt	27897	3027	156770	3797	12483	7067
summary-mt-2153.txt	27845	2960	156374	3721	12575	7141
summary-mt-2154.txt	27974	3030	156483	3688	12560	7000
summary-mt-2155.txt	27647	2950	155790	3732	12300	7133
summary-mt-2156.txt	28140	2906	156753	3779	12405	6988
summary-mt-2157.txt	28207	3020	155404	3732	12281	7060
summary-mt-2158.txt	28110	2900	156009	3694	12437	7067
summary-mt-2159.txt	28112	3060	156271	3724	12479	7119
summary-mt-215.txt	27783	2939	156244	3774	12337	7137
summary-mt-2160.txt	28149	2904	156185	3749	12487	7116
summary-mt-2161.txt	27996	3030	157024	3710	12499	7330
summary-mt-2162.txt	27951	2951	156368	3627	12446	7148
summary-mt-2163.txt	27700	3040	156792	3720	12479	7157
summary-mt-2164.txt	27813	3006	156097	3642	12526	6997
summary-mt-2165.txt	28039	2961	156507	3687	12245	7060
summary-mt-2166.txt	27918	2928	156016	3656	12544	7140
summary-mt-2167.txt	28015	2946	156420	3803	12510	7224
summary-mt-2168.txt	28088	2948	156068	3790	12543	7138
summary-mt-2169.txt	27803	2940	156058	3806	12662	7116
summary-mt-216.txt	27822	2891	156178	3687	12452	7207
summary-mt-2170.txt	28234	3006	156590	3695	12505	7097
summary-mt-2171.txt	27640	2897	156638	3706	12241	7018
summary-mt-2172.txt	27925	2990	155445	3793	12575	7112
summary-mt-2173.txt	28012	2889	157009	3653	12151	7216
summary-mt-2174.txt	28073	2909	156198	3663	12585	7113
summary-mt-2175.txt	27853	2921	156101	3710	12413	7118
summary-mt-2176.txt	28103	2915	156201	3580	12360	7083
summary-mt-2177.txt	27749	2973	156321	3762	12340	7107
summary-mt-2178.txt	28280	3007	156384	3689	12491	7077
summary-mt-2179.txt	28140	3052	156735	3575	12528	7223
summary-mt-217.txt	28057	2930	155948	3615	12129	7264
summary-mt-2180.txt	27848	2909	155743	3795	12295	7067
summary-mt-2181.txt	27912	2956	156063	3707	12399	7124
summary-mt-2182.txt	27702	2988	156224	3807	12377	7143
summary-mt-2183.txt	28347	2902	156096	3743	12598	6999
summary-mt-2184.txt	28318	2830	156183	3805	12550	7122
summary-mt-2185.txt	27845	2997	156833	3780	12286	7069
summary-mt-2186.txt	27929	2953	155689	3825	12328	7194
summary-mt-2187.txt	28105	3031	156428	3689	12326	7101
summary-mt-2188.txt	27969	2955	156587	3686	12376	7175
summary-mt-2189.txt	28186	2933	156658	3746	12351	7043
summary-mt-218.txt	28305	3005	156159	3612	12382	7223
summary-mt-2190.txt	27621	2974	156477	3744	12416	7118
summary-mt-2191.txt	28187	3014	156223	3756	12365	7114
summary-mt-2192.txt	28031	2997	155656	3778	12504	7264
summary-mt-2193.txt	28044	2924	156301	3742	12493	7137
summary-mt-2194.txt	27886	2983	156173	3732	12396	7175
summary-mt-2195.txt	27862	2946	156316	3719	12460	7315
summary-mt-2196.txt	27835	3016	155699	3776	12288	6961
summary-mt-2197.txt	27943	3040	155967	3709	12283	7166
summary-mt-2198.txt	28131	3045	155673	3616	12397	7062
summary-mt-2199.txt	28085	2961	156291	3745	12544	7156
summary-mt-219.txt	28208	3077	156289	3767	12553	7073
summary-mt-21.txt	27908	2988	156668	3773	12382	7036
summary-mt-2200.txt	27899	2963	156522	3693	12457	7081
summary-mt-2201.txt	27959	2978	156608	3650	12257	7195
summary-mt-2202.txt	27727	2987	156355	3726	12626	7086
summary-mt-2203.txt	27994	2959	156190	3697	12367	7144
summary-mt-2204.txt	28158	2998	157040	3626	12355	7099
summary-mt-2205.txt	27858	2906	156461	3667	12413	7226
summary-mt-2206.txt	27701	2999	155876	3563	12456	7050
summary-mt-2207.txt	28122	3041	156207	3691	12526	7104
summary-mt-2208.txt	27522	2965	156688	3686	12322	7162
summary-mt-2209.txt	28124	2937	156014	3754	12588	7133
summary-mt-220.txt	28079	3000	156177	3737	12447	7060
summary-mt-2210.txt	27984	3099	155972	3658	12304	7178
summary-mt-2211.txt	27981	3086	156900	3756	12449	7264
summary-mt-2212.txt	28127	2985	155603	3678	12417	7200
summary-mt-2213.txt	28030	2983	156532	3623	12637	7102
summary-mt-2214.txt	27847	2955	156741	3727	12319	7249
summary-mt-2215.txt	27967	3011	156425	3744	12565	7058
summary-mt-2216.txt	27882	3012	156419	3714	12399	7225
summary-mt-2217.txt	28056	2841	155704	3624	12532	7380
summary-mt-2218.txt	28005	2926	156269	3714	12334	7141
summary-mt-2219.txt	28033	2958	156395	3633	12456	7091
summary-mt-221.txt	27772	2891	156361	3701	12435	7153
summary-mt-2220.txt	28009	2996	156075	3772	12414	7167
summary-mt-2221.txt	27678	2952	156336	3774	12408	7064
summary-mt-2222.txt	28220	2938	156588	3686	12150	7116
summary-mt-2223.txt	28036	2922	155834	3681	12297	7023
summary-mt-2224.txt	28011	3036	156006	3680	12370	7073
summary-mt-2225.txt	27911	2973	156218	3697	12256	7108
summary-mt-2226.txt	28137	2971	156056	3796	12336	7031
summary-mt-2227.txt	27946	3037	156623	3729	12316	7193
summary-mt-2228.txt	28003	2944	156118	3721	12375	7140
summary-mt-2229.txt	27988	3003	156944	3809	12483	7164
summary-mt-222.txt	28070	2957	156412	3718	12448	7181
summary-mt-2230.txt	28174	2930	156908	3825	12275	7034
summary-mt-2231.txt	27873	3073	156728	3665	12435	7187
summary-mt-2232.txt	28166	3062	156343	3625	12322	7193
summary-mt-2233.txt	28136	2993	156141	3759	12324	7193
summary-mt-2234.txt	28061	3021	157179	3734	12255	7081
summary-mt-2235.txt	27931	3017	155779	3591	12267	7174
summary-mt-2236.txt	27596	3001	156451	3733	12355	7193
summary-mt-2237.txt	28372	2996	156317	3860	12345	7176
summary-mt-2238.txt	28032	3045	156279	3701	12249	7127
summary-mt-2239.txt	28162	3005	155779	3718	12240	7108
summary-mt-223.txt	28184	3029	156705	3754	12571	7176
summary-mt-2240.txt	27669	2993	156073	3829	12401	7071
summary-mt-2241.txt	27955	3007	156502	3757	12361	7126
summary-mt-2242.txt	28109	2943	156367	3725	12216	6972
summary-mt-2243.txt	28327	2892	156849	3669	12386	7100
summary-mt-2244.txt	28178	3040	156621	3785	12331	7161
summary-mt-2245.txt	28204	2956	156679	3713	12373	7159
summary-mt-2246.txt	28064	3028	156613	3761	12189	7132
summary-mt-2247.txt	28185	2954	155948	3775	12414	7000
summary-mt-2248.txt	27971	3035	156491	3745	12346	7065
summary-mt-2249.txt	28041	2986	156764	3538	12351	6996
summary-mt-224.txt	27724	2967	156574	3750	12267	7237
summary-mt-2250.txt	28197	3027	156299	3718	12334	7213
summary-mt-2251.txt	28166	2982	156658	3703	12314	7130
summary-mt-2252.txt	27860	2926	156031	3710	12195	7181
summary-mt-2253.txt	27913	3052	156308	3700	12351	7138
summary-mt-2254.txt	28392	3057	156278	3656	12494	7027
summary-mt-2255.txt	28483	2942	156267	3564	12395	7037
summary-mt-2256.txt	28287	3062	156307	3810	12511	7085
summary-mt-2257.txt	27914	3082	156363	3600	12465	7086
summary-mt-2258.txt	27872	2984	155684	3715	12403	7027
summary-mt-2259.txt	27895	2972	155511	3666	12498	7216
summary-mt-225.txt	27970	3067	156174	3736	12666	7155
summary-mt-2260.txt	28278	3051	156335	3685	12148	7017
summary-mt-2261.txt	28111	3002	156231	3704	12485	7200
summary-mt-2262.txt	28099	2931	156460	3662	12216	7103
summary-mt-2263.txt	28394	2987	155994	3659	12310	7123
summary-mt-2264.txt	27997	2995	156164	3715	12426	7095
summary-mt-2265.txt	27875	2902	155974	3633	12435	7125
summary-mt-2266.txt	27995	2933	155875	3776	12451	7238
summary-mt-2267.txt	28038	2942	156368	3709	12111	7090
summary-mt-2268.txt	28003	3015	155460	3633	12374	7207
summary-mt-2269.txt	28320	2947	156064	3673	12332	6989
summary-mt-226.txt	27991	3032	156314	3764	12427	7226
summary-mt-2270.txt	27806	3032	156245	3746	12210	7004
summary-mt-2271.txt	28189	3002	155655	3696	12445	7191
summary-mt-2272.txt	27728	2958	156220	3750	12279	7138
summary-mt-2273.txt	28055	3046	156068	3656	12556	7154
summary-mt-2274.txt	28106	2893	155484	3726	12607	7138
summary-mt-2275.txt	28254	3022	156472	3777	12479	7181
summary-mt-2276.txt	27813	2983	155692	3625	12344	7153
summary-mt-2277.txt	28148	2964	155593	3704	12298	7192
summary-mt-2278.txt	27947	2946	156705	3755	12108	7040
summary-mt-2279.txt	28014	2991	156509	3674	12568	7152
summary-mt-227.txt	28125	3085	156124	3682	12480	7111
summary-mt-2280.txt	27824	2943	156209	3675	12439	7215
summary-mt-2281.txt	27981	2906	156076	3726	12379	7067
summary-mt-2282.txt	28307	3024	156167	3624	12311	7142
summary-mt-2283.txt	28139	2969	156772	3556	12401	7149
summary-mt-2284.txt	27933	2993	156939	3739	12367	7127
summary-mt-2285.txt	27876	2917	156320	3663	12486	7064
summary-mt-2286.txt	28200	2983	155369	3723	12461	7143
summary-mt-2287.txt	27979	2982	155999	3672	12473	7129
summary-mt-2288.txt	28036	2961	156637	3707	12539	7155
summary-mt-2289.txt	27869	2984	156718	3771	12343	7119
summary-mt-228.txt	27769	3022	156165	3709	12576	7095
summary-mt-2290.txt	27961	3047	155707	3727	12489	6972
summary-mt-2291.txt	27774	2962	156154	3664	12308	7167
summary-mt-2292.txt	27838	3072	155809	3670	12360	7187
summary-mt-2293.txt	28141	3078	156192	3727	12396	7211
summary-mt-2294.txt	28085	2847	156570	3709	12600	6949
summary-mt-2295.txt	28389	2921	156291	3746	12619	7152
summary-mt-2296.txt	27742	2945	155888	3762	12381	7058
summary-mt-2297.txt	27876	2959	156991	3756	12246	7199
summary-mt-2298.txt	28289	2927	156062	3675	12500	7150
summary-mt-2299.txt	28116	2909	156206	3719	12599	7213
summary-mt-229.txt	28080	2963	156271	3687	12568	7239
summary-mt-22.txt	27961	2957	156153	3681	12517	6980
summary-mt-2300.txt	28084	2986	156693	3711	12330	7108
summary-mt-2301.txt	28230	2918	155781	3626	12442	7129
summary-mt-2302.txt	27763	3065	156593	3674	12462	7113
summary-mt-2303.txt	27987	3009	156147	3691	12347	7055
summary-mt-2304.txt	27906	3057	155834	3658	12575	7124
summary-mt-2305.txt	28005	2971	155331	3696	12493	7197
summary-mt-2306.txt	28081	3062	156100	3744	12375	7091
summary-mt-2307.txt	27623	3066	156077	3626	12425	7169
summary-mt-2308.txt	28131	3028	156373	3845	12477	7165
summary-mt-2309.txt	27977	3001	156116	3708	12396	7026
summary-mt-230.txt	27990	3035	156248	3706	12074	7004
summary-mt-2310.txt	27872	2930	156126	3677	12459	7115
summary-mt-2311.txt	28040	2949	156768	3838	12526	7041
summary-mt-2312.txt	27877	3031	156735	3700	12297	7061
summary-mt-2313.txt	27972	2944	155828	3734	12574	7079
summary-mt-2314.txt	27852	3053	156533	3667	12170	7139
summary-mt-2315.txt	28048	2959	155997	3677	12463	7209
summary-mt-2316.txt	28150	2891	156538	3652	12312	7082
summary-mt-2317.txt	28129	2864	155959	3636	12618	7041
summary-mt-2318.txt	27868	3038	156011	3622	12521	7259
summary-mt-2319.txt	27690	2933	156062	3704	12609	7089
summary-mt-231.txt	27987	3108	156592	3728	12420	7000
summary-mt-2320.txt	27896	2920	155970	3751	12260	7004
summary-mt-2321.txt	27827	2957	156075	3656	12543	7129
summary-mt-2322.txt	28122	2974	156681	3712	12458	7081
summary-mt-2323.txt	27982	3019	156923	3590	12395	7106
summary-mt-2324.txt	28279	2863	156144	3673	12321	7180
summary-mt-2325.txt	27941	2889	156391	3766	12412	7152
summary-mt-2326.txt	27943	3065	156338	3788	12451	7178
summary-mt-2327.txt	27892	2972	156105	3775	12478	7229
summary-mt-2328.txt	27804	3070	156896	3752	12562	7032
summary-mt-2329.txt	28265	2942	155984	3754	12530	7121
summary-mt-232.txt	27881	3020	156154	3702	12352	7145
summary-mt-2330.txt	27891	2932	157272	3690	12320	7158
summary-mt-2331.txt	27945	2961	156199	3710	12313	7037
summary-mt-2332.txt	28191	2941	156293	3750	12646	7085
summary-mt-2333.txt	27763	3003	156056	3633	12315	7113
summary-mt-2334.txt	27958	3022	156036	3703	12496	7183
summary-mt-2335.txt	27748	2981	156672	3724	12326	7121
summary-mt-2336.txt	27974	3012	155978	3676	12458	7086
summary-mt-2337.txt	28134	3008	155895	3706	12426	7208
summary-mt-2338.txt	28032	2977	156140	3700	12310	7281
summary-mt-2339.txt	28120	2975	156317	3694	12318	7130
summary-mt-233.txt	28098	2861	156912	3782	12452	7058
summary-mt-2340.txt	28042	2907	155550	3839	12324	7110
summary-mt-2341.txt	28280	2999	156357	3640	12526	7231
summary-mt-2342.txt	27918	3011	156506	3755	12366	7122
summary-mt-2343.txt	28214	2971	155729	3659	12605	7147
summary-mt-2344.txt	27622	2974	156054	3772	12414	7045
summary-mt-2345.txt	27766	2987	156143	3729	12258	7030
summary-mt-2346.txt	27856	3052	156305	3771	12287	7191
summary-mt-2347.txt	27893	3002	156133	3719	12310	7076
summary-mt-2348.txt	28144	2968	156091	3643	12638	7099
summary-mt-2349.txt	28071	2898	156434	3681	12268	7218
summary-mt-234.txt	27784	2964	156346	3756	12483	7114
summary-mt-2350.txt	28181	2965	156367	3677	12312	7107
summary-mt-2351.txt	27914	2904	156220	3731	12331	6942
summary-mt-2352.txt	27823	3023	156621	3711	12399	7191
summary-mt-2353.txt	27910	2985	155625	3622	12364	7055
summary-mt-2354.txt	28018	2959	156285	3658	12399	7045
summary-mt-2355.txt	28137	2980	156103	3791	12519	7005
summary-mt-2356.txt	27914	2952	156235	3687	12558	7151
summary-mt-2357.txt	27959	3019	155944	3706	12344	7119
summary-mt-2358.txt	27886	2868	156524	3629	12197	7064
summary-mt-2359.txt	27986	2979	156408	3691	12360	7036
summary-mt-235.txt	27944	2941	156464	3702	12599	7028
summary-mt-2360.txt	28058	2901	156261	3673	12637	7016
summary-mt-2361.txt	27994	3037	156301	3786	12427	7210
summary-mt-2362.txt	27944	2965	156844	3667	12377	7102
summary-mt-2363.txt	28193	3039	156313	3682	12397	6869
summary-mt-2364.txt	27886	2903	156441	3692	12469	7077
summary-mt-2365.txt	27967	2966	156327	3740	12325	7195
summary-mt-2366.txt	27770	3031	156140	3612	12456	7155
summary-mt-2367.txt	27905	3089	155879	3654	12347	7027
summary-mt-2368.txt	28033	2977	157120	3758	12563	6987
summary-mt-2369.txt	28067	2914	156374	3640	12499	7112
summary-mt-236.txt	28120	3030	156172	3762	12579	7081
summary-mt-2370.txt	27961	2913	156069	3749	12372	7257
summary-mt-2371.txt	28212	2971	156191	3769	12173	7150
summary-mt-2372.txt	28001	3010	155981	3612	12651	7112
summary-mt-2373.txt	27868	3000	156234	3830	12418	7128
summary-mt-2374.txt	27979	3084	156550	3735	12489	7079
summary-mt-2375.txt	28024	2922	156502	3785	12310	7209
summary-mt-2376.txt	27790	2979	156366	3632	12409	7233
summary-mt-2377.txt	27914	2984	155909	3732	12465	7102
summary-mt-2378.txt	28226	3007	156549	3662	12367	7136
summary-mt-2379.txt	28039	2964	155807	3630	12469	7157
summary-mt-237.txt	28071	2901	155927	3778	12276	7086
summary-mt-2380.txt	27880	2907	156759	3609	12334	7112
summary-mt-2381.txt	27943	3058	155928	3684	12174	7231
summary-mt-2382.txt	28025	2927	155638	3727	12348	7133
summary-mt-2383.txt	28186	3019	156138	3727	12503	7040
summary-mt-2384.txt	27904	3025	155823	3624	12319	7004
summary-mt-2385.txt	27937	3004	155769	3705	12399	7213
summary-mt-2386.txt	27954	2954	156159	3697	12471	6948
summary-mt-2387.txt	27896	2991	156766	3719	12573	7158
summary-mt-2388.txt	27928	2995	156129	3708	12207	7147
summary-mt-2389.txt	28053	3078	156266	3643	12433	7166
summary-mt-238.txt	28265	2878	156196	3800	12565	7085
summary-mt-2390.txt	27730	2927	156020	3753	12500	7122
summary-mt-2391.txt	28052	2992	155875	3782	12216	7135
summary-mt-2392.txt	28032	2994	156015	3690	12336	7194
summary-mt-2393.txt	27787	2981	156392	3840	12536	7169
summary-mt-2394.txt	28177	3045	155678	3675	12388	7064
summary-mt-2395.txt	27910	2945	156128	3756	12373	7160
summary-mt-2396.txt	28082	3009	155863	3633	12374	7082
summary-mt-2397.txt	27732	3020	156869	3737	12427	7173
summary-mt-2398.txt	28095	3025	155783	3712	12429	7101
summary-mt-2399.txt	28042	2943	156636	3565	12408	7243
summary-mt-239.txt	28267	2955	156035	3622	12324	7084
summary-mt-23.txt	28158	2905	156598	3787	12491	7150
summary-mt-2400.txt	27967	2986	156242	3670	12491	7236
summary-mt-2401.txt	28012	3043	155887	3628	12478	7092
summary-mt-2402.txt	28156	3018	155790	3666	12420	7182
summary-mt-2403.txt	27833	2926	156297	3841	12413	7140
summary-mt-2404.txt	27982	2945	155898	3629	12460	7094
summary-mt-2405.txt	28037	2969	156587	3649	12553	7003
summary-mt-2406.txt	28047	2965	155240	3727	12385	7166
summary-mt-2407.txt	27812	2950	155781	3728	12462	6983
summary-mt-2408.txt	27810	2995	156634	3660	12467	7081
summary-mt-2409.txt	27972	2981	155960	3782	12432	7124
summary-mt-240.txt	27804	2933	156450	3759	12509	7177
summary-mt-2410.txt	28116	2977	156139	3691	12646	7140
summary-mt-2411.txt	27872	2998	156314	3768	12380	6994
summary-mt-2412.txt	27992	2914	156475	3678	12470	7157
summary-mt-2413.txt	28096	2967	156653	3754	12441	7250
summary-mt-2414.txt	28338	3022	156486	3717	12365	7169
summary-mt-2415.txt	27792	3005	155459	3694	12242	7127
summary-mt-2416.txt	28070	2959	156560	3684	12337	7227
summary-mt-2417.txt	27880	2971	155387	3801	12415	7042
summary-mt-2418.txt	27929	2966	156614	3781	12411	7241
summary-mt-2419.txt	28182	3045	156761	3846	12380	7066
summary-mt-241.txt	28101	2933	156374	3781	12426	7006
summary-mt-2420.txt	27689	3006	155701	3656	12135	7028
summary-mt-2421.txt	28250	2990	156592	3677	12276	7128
summary-mt-2422.txt	28151	2968	156013	3752	12361	7171
summary-mt-2423.txt	28123	2995	156423	3741	12400	7182
summary-mt-2424.txt	27893	2976	156448	3766	12305	7204
summary-mt-2425.txt	27754	3004	156210	3709	12430	7187
summary-mt-2426.txt	28005	2969	155740	3723	12470	7198
summary-mt-2427.txt	28083	3069	155903	3697	12581	6972
summary-mt-2428.txt	27925	2978	156511	3746	12509	7046
summary-mt-2429.txt	28369	2908	156516	3705	12343	6977
summary-mt-242.txt	27932	2953	156153	3712	12347	7042
summary-mt-2430.txt	27931	2959	157049	3772	12514	7270
summary-mt-2431.txt	28028	2979	156763	3593	12425	7068
summary-mt-2432.txt	27869	2988	155713	3691	12503	7172
summary-mt-2433.txt	28003	2944	156199	3770	12436	7290
summary-mt-2434.txt	28310	3006	156316	3742	12340	6988
summary-mt-2435.txt	27684	3009	155509	3720	12272	7026
summary-mt-2436.txt	28131	2941	155996	3652	12466	7141
summary-mt-2437.txt	27955	2972	156377	3792	12268	7064
summary-mt-2438.txt	27993	2914	156745	3692	12340	7219
summary-mt-2439.txt	27854	2986	155805	3716	12436	7154
summary-mt-243.txt	27903	2943	157090	3765	12475	7054
summary-mt-2440.txt	28182	2932	156065	3724	12476	7145
summary-mt-2441.txt	27895	2955	156500	3628	12427	7148
summary-mt-2442.txt	27701	3019	156073	3714	12393	7066
summary-mt-2443.txt	27945	2906	156233	3618	12349	7152
summary-mt-2444.txt	28370	3015	156763	3631	12516	7090
summary-mt-2445.txt	28036	2946	155582	3684	12254	7213
summary-mt-2446.txt	27887	2998	156451	3779	12349	7067
summary-mt-2447.txt	28066	3059	156535	3639	12446	7193
summary-mt-2448.txt	27901	2972	155896	3653	12232	7289
summary-mt-2449.txt	28004	2921	156241	3672	12207	7204
summary-mt-244.txt	27960	2829	155958	3800	12524	7183
summary-mt-2450.txt	27866	2991	155974	3688	12375	7113
summary-mt-2451.txt	27946	2996	155800	3655	12244	7283
summary-mt-2452.txt	27948	2912	156267	3644	12354	7133
summary-mt-2453.txt	28245	2948	156238	3670	12481	7310
summary-mt-2454.txt	27927	2862	156409	3651	12357	7213
summary-mt-2455.txt	27853	2970	156169	3643	12390	7254
summary-mt-2456.txt	28021	2944	156051	3786	12281	7271
summary-mt-2457.txt	28044	2932	156648	3710	12465	7149
summary-mt-2458.txt	27826	2923	156828	3716	12316	7102
summary-mt-2459.txt	27859	3128	157008	3637	12259	7115
summary-mt-245.txt	28002	2950	156905	3591	12445	7178
summary-mt-2460.txt	27708	3002	155412	3846	12493	7275
summary-mt-2461.txt	27655	2967	156377	3687	12302	7088
summary-mt-2462.txt	28021	2900	156213	3663	12352	7206
summary-mt-2463.txt	27953	3011	156240	3782	12650	7123
summary-mt-2464.txt	27952	3006	156041	3669	12405	7248
summary-mt-2465.txt	27940	2946	156019	3673	12437	7201
summary-mt-2466.txt	28143	2990	155858	3716	12210	7181
summary-mt-2467.txt	28026	2988	156441	3752	12465	7188
summary-mt-2468.txt	28267	2960	156467	3713	12385	7001
summary-mt-2469.txt	28036	2992	155685	3698	12507	7070
summary-mt-246.txt	28028	2973	155950	3658	12477	7224
summary-mt-2470.txt	28062	2962	156239	3707	12538	7232
summary-mt-2471.txt	28294	2994	156069	3687	12435	7016
summary-mt-2472.txt	27991	3067	156432	3734	12348	7236
summary-mt-2473.txt	28014	2846	155903	3740	12269	7430
summary-mt-2474.txt	28016	2902	156518	3697	12475	7292
summary-mt-2475.txt	28055	2938	156036	3706	12219	7095
summary-mt-2476.txt	28079	2991	156249	3729	12486	7077
summary-mt-2477.txt	28256	2947	155880	3717	12535	7211
summary-mt-2478.txt	27800	2967	156040	3694	12409	7108
summary-mt-2479.txt	27997	2986	156787	3674	12563	7296
summary-mt-247.txt	27960	2939	156182	3736	12435	7175
summary-mt-2480.txt	28085	3080	156072	3734	12320	7165
summary-mt-2481.txt	28129	3030	156564	3746	12416	6979
summary-mt-2482.txt	27835	2957	156370	3646	12607	7144
summary-mt-2483.txt	27951	2982	156291	3750	12389	7214
summary-mt-2484.txt	27949	2995	157054	3548	12447	7002
summary-mt-2485.txt	28047	3007	156138	3805	12268	7179
summary-mt-2486.txt	28143	2972	156232	3661	12358	7078
summary-mt-2487.txt	27763	2917	156726	3760	12558	7181
summary-mt-2488.txt	27858	2966	156561	3725	12389	6954
summary-mt-2489.txt	28196	2967	156204	3527	12398	7180
summary-mt-248.txt	27850	2987	155712	3622	12551	7175
summary-mt-2490.txt	27940	2951	156759	3690	12228	7041
summary-mt-2491.txt	28051	3050	156257	3685	12482	7114
summary-mt-2492.txt	28185	2992	156535	3744	12332	6858
summary-mt-2493.txt	28122	3011	156704	3754	12338	7063
summary-mt-2494.txt	27789	3050	155726	3738	12490	7310
summary-mt-2495.txt	27843	3023	156682	3705	12370	7187
summary-mt-2496.txt	27865	3016	156673	3717	12501	7127
summary-mt-2497.txt	27938	3075	155748	3709	12372	7177
summary-mt-2498.txt	28053	2891	156475	3725	12444	7007
summary-mt-2499.txt	27988	3006	156197	3709	12467	7249
summary-mt-249.txt	27942	2897	155668	3641	12388	7201
summary-mt-24.txt	28058	3004	156070	3739	12315	7234
summary-mt-2500.txt	28193	3025	156615	3756	12368	7196
summary-mt-2501.txt	28127	2860	156180	3700	12245	7037
summary-mt-2502.txt	27945	3015	155718	3645	12480	7148
summary-mt-2503.txt	27848	2943	156452	3676	12429	7154
summary-mt-2504.txt	28348	2880	156475	3784	12428	7133
summary-mt-2505.txt	28007	2959	155756	3680	12469	7417
summary-mt-2506.txt	27897	2998	156720	3747	12277	7080
summary-mt-2507.txt	27938	2901	155647	3819	12470	7235
summary-mt-2508.txt	28163	2894	155873	3702	12327	7253
summary-mt-2509.txt	28139	2839	156153	3748	12388	7172
summary-mt-250.txt	28186	3003	155826	3725	12384	7226
summary-mt-2510.txt	28096	3022	155757	3726	12317	7106
summary-mt-2511.txt	28020	2939	156154	3637	12220	7136
summary-mt-2512.txt	27494	2999	156761	3628	12288	7100
summary-mt-2513.txt	28125	3014	156113	3750	12522	7153
summary-mt-2514.txt	28305	2952	156220	3641	12499	7261
summary-mt-2515.txt	27728	3099	156254	3623	12475	7220
summary-mt-2516.txt	27764	2964	155515	3668	12527	7118
summary-mt-2517.txt	27838	3024	156818	3725	12448	7089
summary-mt-2518.txt	28107	2936	156384	3796	12446	6955
summary-mt-2519.txt	27789	2968	155700	3698	12333	7131
summary-mt-251.txt	27795	2986	156675	3696	12443	7055
summary-mt-2520.txt	28004	3028	156625	3654	12307	7242
summary-mt-2521.txt	27900	2925	156776	3715	12386	6965
